chrom	left	right	max_coverage	gene_id	strand	pval	past_fdr	padj	height
IV	13035227	13035277	3	WBGene00003150	+	0.216	False	0.328389238695	3.0
IV	13035283	13035311	3	WBGene00003150	+	0.216	False	0.328389238695	3.0
IV	13035522	13035568	6	WBGene00003150	+	0.0	True	0.0	6.0
IV	13035589	13035620	4	WBGene00003150	+	0.008	False	0.0236878483835	4.0
V	15056753	15056794	2	WBGene00003155	-	0.533	False	0.677667783629	2.0
V	15056850	15056917	5	WBGene00003155	-	0.0	True	0.0	4.0
II	12001579	12001610	5	WBGene00003154	-	0.0	True	0.0	5.0
III	4288306	4288367	27	WBGene00003157	-	0.0	True	0.0	26.0
IV	3296516	3296547	3	WBGene00021088	+	0.082	False	0.15348273432	3.0
IV	3296561	3296597	2	WBGene00021088	+	0.83	False	0.949388458226	2.0
IV	3296770	3296810	2	WBGene00021088	+	0.83	False	0.949388458226	2.0
I	10806447	10806499	6	WBGene00018847	+	0.0	True	0.0	6.0
I	10806527	10806561	2	WBGene00018847	+	0.503	False	0.648213488598	2.0
I	10169672	10169738	12	WBGene00007706	-	0.0	True	0.0	12.0
I	10169755	10169795	6	WBGene00007706	-	0.001	True	0.00379428571429	6.0
I	10169796	10169824	3	WBGene00007706	-	0.751	False	0.891665623603	3.0
I	7222014	7222052	2	WBGene00007255	+	0.041	False	0.090898163606	2.0
II	10877563	10877601	6	WBGene00003882	+	0.0	True	0.0	6.0
II	10877616	10877670	5	WBGene00003882	+	0.0	True	0.0	5.0
III	10122752	10122775	2	WBGene00044072	+	0.103	False	0.183111111111	2.0
IV	2922778	2922806	2	WBGene00006708	-	0.154	False	0.252017252002	2.0
III	10737166	10737201	2	WBGene00012359	-	0.072	False	0.139280407866	2.0
III	11091537	11091579	2	WBGene00012358	+	0.234	False	0.347597315436	2.0
I	8509157	8509199	2	WBGene00010496	-	0.194	False	0.299746364165	2.0
III	12978068	12978100	2	WBGene00006728	-	0.545	False	0.69023131842	2.0
III	12978239	12978279	2	WBGene00006728	-	0.545	False	0.69023131842	2.0
V	9331342	9331391	2	WBGene00019464	+	0.06	False	0.121002277904	2.0
I	14651265	14651311	2	WBGene00013689	+	0.641	False	0.785284132841	2.0
I	14651337	14651379	3	WBGene00013689	+	0.041	False	0.090898163606	3.0
I	10564555	10564581	2	WBGene00006720	+	0.721	False	0.864548984199	2.0
I	10564582	10564642	5	WBGene00006720	+	0.0	True	0.0	5.0
III	3069030	3069062	2	WBGene00006725	+	0.236	False	0.349590630229	2.0
III	5943653	5943695	2	WBGene00006727	+	0.411	False	0.546901803607	2.0
III	5943756	5943792	2	WBGene00006727	+	0.411	False	0.546901803607	2.0
X	8418947	8418971	2	WBGene00006472	-	0.176	False	0.278082093992	2.0
III	3706734	3706767	3	WBGene00006474	+	0.0	True	0.0	3.0
III	4320233	4320263	2	WBGene00006478	+	0.046	False	0.0988478964401	2.0
X	16380785	16380816	3	WBGene00002280	-	0.034	False	0.0790753064799	3.0
X	16380841	16380877	6	WBGene00002280	-	0.0	True	0.0	6.0
X	16380877	16380909	5	WBGene00002280	-	0.0	True	0.0	5.0
II	5756933	5756970	3	WBGene00017325	-	0.019	False	0.0495717092338	3.0
I	11224060	11224083	2	WBGene00013178	+	0.043	False	0.0937668308703	2.0
III	475265	475319	3	WBGene00017328	+	0.007	False	0.0211272727273	3.0
IV	5356739	5356765	2	WBGene00018319	-	0.096	False	0.173453061224	2.0
III	9058777	9058813	2	WBGene00000549	+	0.042	False	0.0926511627907	2.0
IV	2796710	2796777	3	WBGene00021868	+	0.293	False	0.41682271023	2.0
I	3472996	3473020	2	WBGene00021641	-	0.147	False	0.242655065258	2.0
II	1490015	1490057	2	WBGene00019209	-	0.021	False	0.0539941916747	2.0
I	3508761	3508812	2	WBGene00021644	-	0.057	False	0.116814814815	2.0
III	6321301	6321332	3	WBGene00016980	-	0.006	False	0.0186168224299	3.0
III	6323640	6323682	2	WBGene00016980	-	0.229	False	0.342468468468	2.0
II	6947066	6947110	6	WBGene00017699	+	0.0	True	0.0	6.0
II	6947199	6947235	7	WBGene00017699	+	0.0	True	0.0	7.0
II	6947262	6947304	2	WBGene00017699	+	0.95	False	1.0	2.0
II	9094892	9094929	2	WBGene00000532	-	0.374	False	0.505261444557	2.0
II	9094957	9095005	3	WBGene00000532	-	0.004	False	0.0130515970516	3.0
II	9097447	9097477	2	WBGene00000532	-	0.374	False	0.505261444557	2.0
III	6463005	6463037	7	WBGene00001005	-	0.001	True	0.00379428571429	7.0
III	6463079	6463116	6	WBGene00001005	-	0.004	False	0.0130515970516	6.0
I	2318174	2318200	2	WBGene00021465	+	0.079	False	0.149553813257	2.0
X	8050881	8050916	2	WBGene00001000	-	0.22	False	0.331435053885	2.0
I	9630357	9630406	19	WBGene00002027	+	0.0	True	0.0	19.0
I	9630413	9630459	12	WBGene00002027	+	0.0	True	0.0	12.0
I	9630479	9630504	2	WBGene00002027	+	0.999	False	1.0	2.0
III	1625480	1625530	6	WBGene00002025	+	0.0	True	0.0	6.0
III	1625605	1625643	2	WBGene00002025	+	1.0	False	1.0	2.0
III	1625737	1625759	2	WBGene00002025	+	1.0	False	1.0	2.0
III	1625761	1625798	7	WBGene00002025	+	0.0	True	0.0	7.0
V	8384832	8384862	2	WBGene00002021	-	0.451	False	0.593291728579	2.0
V	8385873	8385903	2	WBGene00002021	-	0.451	False	0.593291728579	2.0
I	8612854	8612909	5	WBGene00009666	-	0.0	True	0.0	5.0
II	5425793	5425817	2	WBGene00017217	-	0.472	False	0.616338249754	2.0
II	5426292	5426341	3	WBGene00017217	-	0.013	False	0.0362308499475	3.0
II	11774694	11774726	4	WBGene00009661	-	0.002	True	0.00712064343164	4.0
II	11774750	11774786	3	WBGene00009661	-	0.045	False	0.097328990228	3.0
I	14876337	14876378	2	WBGene00001488	-	0.04	False	0.0892773109244	2.0
I	7853523	7853559	2	WBGene00006386	+	0.085	False	0.157543614794	2.0
III	5690162	5690197	3	WBGene00015146	-	0.001	True	0.00379428571429	3.0
IV	8286835	8286859	2	WBGene00019510	-	0.094	False	0.17076880985	2.0
IV	8378007	8378046	5	WBGene00017075	-	0.0	True	0.0	5.0
IV	8381756	8381782	2	WBGene00017070	+	0.183	False	0.285910588235	2.0
IV	6974558	6974592	9	WBGene00003992	-	0.0	True	0.0	9.0
III	6789914	6789944	2	WBGene00000998	+	0.369	False	0.500032653061	2.0
III	6794444	6794499	4	WBGene00000998	+	0.0	True	0.0	4.0
III	6794561	6794647	13	WBGene00000998	+	0.0	True	0.0	11.0
I	5431239	5431269	2	WBGene00017852	+	0.136	False	0.227896529968	2.0
V	13126526	13126573	6	WBGene00001137	-	0.0	True	0.0	6.0
V	13126601	13126657	2	WBGene00001137	-	0.954	False	1.0	2.0
V	13126702	13126747	3	WBGene00001137	-	0.159	False	0.257659548505	3.0
V	13127455	13127498	3	WBGene00001137	-	0.159	False	0.257659548505	3.0
V	13128348	13128380	2	WBGene00001137	-	0.954	False	1.0	2.0
IV	12077225	12077267	2	WBGene00010670	-	0.333	False	0.458738589212	2.0
V	5576220	5576262	6	WBGene00219824	+	0.707	False	0.85276657584	6.0
V	5576305	5576368	9	WBGene00219824	+	0.107	False	0.188581287326	8.0
V	10182950	10182984	2	WBGene00000840	+	0.065	False	0.129124906507	2.0
I	9958798	9958828	2	WBGene00011986	-	0.043	False	0.0937668308703	2.0
IV	14798149	14798194	2	WBGene00000192	+	0.986	False	1.0	2.0
IV	14798845	14798880	3	WBGene00000192	+	0.346	False	0.473454920144	3.0
IV	14798940	14798974	2	WBGene00000192	+	0.986	False	1.0	2.0
IV	14799149	14799176	2	WBGene00000192	+	0.986	False	1.0	2.0
IV	14799186	14799213	3	WBGene00000192	+	0.346	False	0.473454920144	3.0
I	4353628	4353663	2	WBGene00000140	+	0.113	False	0.197063690085	2.0
I	4358874	4358907	2	WBGene00000140	+	0.113	False	0.197063690085	2.0
V	12353521	12353563	3	WBGene00005018	+	0.47	False	0.614935960591	3.0
V	12354123	12354176	6	WBGene00005018	+	0.001	True	0.00379428571429	5.0
V	12354177	12354205	4	WBGene00005018	+	0.053	False	0.110492935636	4.0
I	10640725	10640754	2	WBGene00001228	-	0.029	False	0.0700218181818	2.0
II	5823600	5823627	2	WBGene00001224	+	0.054	False	0.112137607506	2.0
III	69193	69231	3	WBGene00005014	-	0.077	False	0.147025161754	3.0
III	8890075	8890108	2	WBGene00014022	+	0.272	False	0.390714981071	2.0
X	10018424	10018466	3	WBGene00014374	-	0.469	False	0.613930014786	3.0
III	13411360	13411404	4	WBGene00014376	-	0.406	False	0.541605223506	4.0
II	5693812	5693836	2	WBGene00016113	+	0.025	False	0.0622889305816	2.0
I	5124132	5124162	2	WBGene00003132	-	0.127	False	0.215810620601	2.0
II	13160120	13160153	2	WBGene00009307	+	0.026	False	0.0641188486537	2.0
V	11076967	11076994	3	WBGene00000064	-	0.029	False	0.0700218181818	3.0
V	11071748	11071775	2	WBGene00000065	-	1.0	False	1.0	2.0
V	11071840	11071895	5	WBGene00000065	-	0.082	False	0.15348273432	5.0
V	11071897	11071930	7	WBGene00000065	-	0.0	True	0.0	7.0
V	11071953	11072003	18	WBGene00000065	-	0.0	True	0.0	18.0
X	4963029	4963091	4	WBGene00000066	+	0.803	False	0.932561434193	4.0
X	4963185	4963263	13	WBGene00000066	+	0.0	True	0.0	9.0
X	4963304	4963352	2	WBGene00000066	+	1.0	False	1.0	2.0
X	4964057	4964106	9	WBGene00000066	+	0.0	True	0.0	9.0
X	4964313	4964401	11	WBGene00000066	+	0.0	True	0.0	8.0
III	13604521	13604547	5	WBGene00000067	-	0.0	True	0.0	5.0
V	11081706	11081731	2	WBGene00000063	+	0.995	False	1.0	2.0
V	11082203	11082241	3	WBGene00000063	+	0.407	False	0.542394380331	3.0
V	11082290	11082314	2	WBGene00000063	+	0.995	False	1.0	2.0
V	11082405	11082440	3	WBGene00000063	+	0.407	False	0.542394380331	3.0
I	5854793	5854868	5	WBGene00023023	-	0.529	False	0.674519443111	4.0
X	3793593	3793627	6	WBGene00023026	-	0.021	False	0.0539941916747	6.0
III	9470005	9470037	3	WBGene00000268	-	0.179	False	0.281315976331	3.0
III	9470095	9470132	3	WBGene00000268	-	0.179	False	0.281315976331	3.0
III	9470160	9470191	2	WBGene00000268	-	0.956	False	1.0	2.0
III	9470383	9470427	2	WBGene00000268	-	0.956	False	1.0	2.0
III	9485423	9485464	3	WBGene00000268	-	0.179	False	0.281315976331	3.0
II	7791284	7791314	2	WBGene00015514	+	0.554	False	0.698681861349	2.0
II	12895732	12895778	2	WBGene00009394	+	0.471	False	0.615637795276	2.0
II	8047098	8047137	3	WBGene00011507	+	0.001	True	0.00379428571429	3.0
I	6284978	6285009	2	WBGene00015687	+	1.0	False	1.0	2.0
I	6287681	6287713	3	WBGene00015687	+	0.774	False	0.911234042553	3.0
I	6289024	6289084	15	WBGene00015687	+	0.0	True	0.0	15.0
I	6289114	6289160	2	WBGene00015687	+	1.0	False	1.0	2.0
I	6289193	6289235	2	WBGene00015687	+	1.0	False	1.0	2.0
I	6273708	6273745	6	WBGene00015688	-	0.0	True	0.0	6.0
III	5226687	5226716	2	WBGene00003588	+	0.028	False	0.0680402561757	2.0
X	3994618	3994662	3	WBGene00023116	+	0.563	False	0.707010874704	3.0
II	4565422	4565477	5	WBGene00023112	+	0.294	False	0.418021413276	5.0
II	6374262	6374332	6	WBGene00003009	+	0.0	True	0.0	4.0
II	10841291	10841340	2	WBGene00003367	+	0.016	False	0.0427525150905	2.0
V	20667852	20667915	4	WBGene00012186	+	0.001	True	0.00379428571429	4.0
V	20669679	20669713	2	WBGene00012186	+	0.593	False	0.73736329588	2.0
II	14814713	14814755	2	WBGene00012182	+	0.052	False	0.109093206951	2.0
II	8326955	8326980	2	WBGene00001840	-	0.094	False	0.17076880985	2.0
X	17460473	17460504	2	WBGene00003369	+	0.486	False	0.632133202742	2.0
IV	12529985	12530013	2	WBGene00009956	-	0.103	False	0.183111111111	2.0
I	4920647	4920699	4	WBGene00017676	+	0.007	False	0.0211272727273	3.0
X	14477574	14477618	4	WBGene00045117	+	0.457	False	0.599699604743	4.0
IV	9001315	9001350	4	WBGene00045116	-	0.033	False	0.0774275618375	4.0
II	13834446	13834509	29	WBGene00045119	-	0.0	True	0.0	28.0
V	8039776	8039813	9	WBGene00023209	-	0.0	True	0.0	9.0
II	6594504	6594535	3	WBGene00001026	-	0.002	True	0.00712064343164	3.0
II	6594603	6594632	2	WBGene00001026	-	0.2	False	0.308299477655	2.0
I	7283061	7283113	3	WBGene00009004	-	0.004	False	0.0130515970516	3.0
V	4310604	4310688	9	WBGene00023207	+	0.782	False	0.916589585172	6.0
II	6853547	6853570	2	WBGene00001023	-	1.0	False	1.0	2.0
II	6853726	6853769	2	WBGene00001023	-	1.0	False	1.0	2.0
II	6854082	6854130	2	WBGene00001023	-	1.0	False	1.0	2.0
II	6854424	6854472	13	WBGene00001023	-	0.0	True	0.0	13.0
II	6854689	6854712	3	WBGene00001023	-	0.625	False	0.767097966728	3.0
II	6854741	6854795	2	WBGene00001023	-	1.0	False	1.0	2.0
II	6857705	6857752	3	WBGene00001023	-	0.625	False	0.767097966728	3.0
II	6857753	6857776	2	WBGene00001023	-	1.0	False	1.0	2.0
I	10083989	10084015	2	WBGene00003508	+	0.071	False	0.137847953216	2.0
II	7627404	7627446	2	WBGene00020114	-	0.323	False	0.449156020942	2.0
V	18070024	18070066	3	WBGene00013347	-	0.007	False	0.0211272727273	3.0
I	5282146	5282181	2	WBGene00001022	-	0.046	False	0.0988478964401	2.0
X	9373148	9373219	22	WBGene00022973	-	0.016	False	0.0427525150905	18.0
I	5507243	5507273	2	WBGene00019077	-	0.042	False	0.0926511627907	2.0
II	7350158	7350219	5	WBGene00002008	-	0.0	True	0.0	5.0
III	13656450	13656489	5	WBGene00011729	+	0.0	True	0.0	5.0
IV	14863996	14864054	5	WBGene00045204	+	0.472	False	0.616338249754	4.0
IV	2530221	2530259	2	WBGene00022087	+	0.034	False	0.0790753064799	2.0
I	1068745	1068780	3	WBGene00001745	+	0.007	False	0.0211272727273	3.0
V	12484096	12484124	2	WBGene00000228	+	0.218	False	0.33010718358	2.0
V	12484390	12484422	2	WBGene00000228	+	0.218	False	0.33010718358	2.0
I	8758205	8758244	3	WBGene00008440	-	0.012	False	0.0339063829787	3.0
III	5229957	5230004	3	WBGene00000229	+	0.85	False	0.966024818143	3.0
III	5230381	5230456	20	WBGene00000229	+	0.0	True	0.0	14.0
IV	11527578	11527621	3	WBGene00003218	+	0.063	False	0.126	3.0
IV	11527691	11527725	3	WBGene00003218	+	0.063	False	0.126	3.0
IV	11527743	11527805	5	WBGene00003218	+	0.0	True	0.0	5.0
II	14582316	14582352	2	WBGene00007244	-	0.084	False	0.156016783217	2.0
I	10186243	10186275	4	WBGene00007710	+	0.001	True	0.00379428571429	4.0
I	10187486	10187517	3	WBGene00007710	+	0.055	False	0.113858144973	3.0
V	3701455	3701503	4	WBGene00021078	+	0.035	False	0.0804152249135	4.0
V	3701521	3701563	10	WBGene00021078	+	0.0	True	0.0	10.0
V	3701602	3701651	3	WBGene00021078	+	0.356	False	0.485388090349	3.0
I	12060380	12060419	4	WBGene00002000	-	0.425	False	0.562992518703	4.0
I	12060537	12060595	7	WBGene00002000	-	0.007	False	0.0211272727273	6.0
I	12060596	12060643	21	WBGene00002000	-	0.0	True	0.0	21.0
I	12060707	12060800	10	WBGene00002000	-	0.007	False	0.0211272727273	6.0
IV	11859753	11859814	10	WBGene00002363	+	0.0	True	0.0	9.0
IV	11860217	11860301	3	WBGene00002363	+	0.992	False	1.0	2.0
IV	11860345	11860385	2	WBGene00002363	+	0.992	False	1.0	2.0
V	14731359	14731407	4	WBGene00006795	-	0.005	False	0.0159423769508	4.0
V	14733744	14733773	3	WBGene00006795	-	0.066	False	0.130525688757	3.0
III	10722281	10722347	15	WBGene00012360	-	0.0	True	0.0	14.0
III	10722354	10722415	5	WBGene00012360	-	0.015	False	0.0408196721311	4.0
III	10722469	10722522	5	WBGene00012360	-	0.015	False	0.0408196721311	4.0
I	1341307	1341340	2	WBGene00019673	-	0.031	False	0.0738439461883	2.0
I	9993664	9993698	5	WBGene00011945	+	0.0	True	0.0	5.0
IV	9343449	9343493	4	WBGene00007505	-	0.0	True	0.0	4.0
IV	14421958	14421984	2	WBGene00045060	-	0.057	False	0.116814814815	2.0
III	190704	190752	4	WBGene00006715	+	0.0	True	0.0	4.0
III	7766952	7766986	3	WBGene00022795	-	0.005	False	0.0159423769508	3.0
III	7773757	7773794	3	WBGene00022791	+	0.008	False	0.0236878483835	3.0
IV	16888725	16888748	2	WBGene00045845	+	1.0	False	1.0	2.0
I	12654507	12654532	3	WBGene00010419	+	0.17	False	0.27004784689	3.0
I	12654532	12654573	8	WBGene00010419	+	0.0	True	0.0	8.0
III	12235605	12235642	5	WBGene00001724	-	0.0	True	0.0	5.0
I	10624178	10624218	2	WBGene00016622	+	0.048	False	0.102153846154	2.0
II	5458373	5458403	2	WBGene00000935	+	0.076	False	0.145744404332	2.0
III	9694707	9694750	3	WBGene00007400	-	0.088	False	0.162085991678	3.0
III	9694777	9694814	4	WBGene00007400	-	0.0	True	0.0	4.0
IV	14061208	14061246	4	WBGene00003086	-	0.0	True	0.0	4.0
II	15123121	15123149	2	WBGene00013168	+	0.1	False	0.179338284943	2.0
III	6873576	6873619	2	WBGene00019381	+	0.244	False	0.359237250554	2.0
III	3171163	3171210	2	WBGene00020104	+	0.032	False	0.0756829919858	2.0
III	3171930	3171956	2	WBGene00020103	+	0.789	False	0.922352112676	2.0
III	3174661	3174697	4	WBGene00020103	+	0.003	False	0.0101503184713	4.0
II	732382	732408	3	WBGene00021456	+	0.0	True	0.0	3.0
II	11547161	11547185	3	WBGene00001031	+	0.002	True	0.00712064343164	3.0
III	4193266	4193303	2	WBGene00001034	+	0.039	False	0.0873389544688	2.0
V	5503129	5503155	2	WBGene00001037	-	0.328	False	0.454918015666	2.0
V	5503161	5503204	3	WBGene00001037	-	0.004	False	0.0130515970516	3.0
I	8845882	8845916	5	WBGene00002035	-	0.0	True	0.0	5.0
I	8845977	8846002	2	WBGene00002035	-	0.261	False	0.377157780196	2.0
III	2197866	2197899	2	WBGene00021697	+	0.078	False	0.148401146132	2.0
V	9399705	9399750	9	WBGene00002036	+	0.0	True	0.0	9.0
V	9399780	9399819	6	WBGene00002036	+	0.0	True	0.0	6.0
V	9400040	9400067	2	WBGene00002036	+	0.892	False	1.0	2.0
V	4891287	4891371	38	WBGene00020588	+	0.0	True	0.0	37.0
I	13579046	13579070	2	WBGene00013597	+	0.018	False	0.0472878338279	2.0
X	8608870	8608909	5	WBGene00023086	-	0.114	False	0.198027468934	5.0
II	7096416	7096455	2	WBGene00020168	-	0.027	False	0.0660331491713	2.0
IV	8285239	8285278	13	WBGene00019509	-	0.0	True	0.0	13.0
II	10303087	10303133	9	WBGene00006918	-	0.0	True	0.0	9.0
I	5609417	5609471	4	WBGene00006919	-	0.079	False	0.149553813257	3.0
I	5609476	5609508	2	WBGene00006919	-	0.703	False	0.849098681219	2.0
IV	6792143	6792190	6	WBGene00006917	+	0.0	True	0.0	6.0
II	5772915	5772981	11	WBGene00022984	-	0.004	False	0.0130515970516	10.0
I	3449060	3449098	2	WBGene00006440	+	0.072	False	0.139280407866	2.0
II	7878177	7878204	3	WBGene00006913	-	0.035	False	0.0804152249135	3.0
III	9781940	9781986	11	WBGene00006910	+	0.0	True	0.0	11.0
III	9782751	9782798	8	WBGene00006911	+	0.0	True	0.0	8.0
III	9782801	9782877	4	WBGene00006911	+	0.97	False	1.0	3.0
III	9782879	9782901	2	WBGene00006911	+	1.0	False	1.0	2.0
III	9782978	9783021	9	WBGene00006911	+	0.0	True	0.0	9.0
I	4600117	4600187	5	WBGene00017004	-	0.0	True	0.0	4.0
I	4181837	4181911	4	WBGene00020031	+	0.001	True	0.00379428571429	3.0
IV	7730513	7730541	2	WBGene00016844	+	0.039	False	0.0873389544688	2.0
II	6954820	6954854	3	WBGene00000459	+	0.009	False	0.0260392156863	3.0
X	16003018	16003065	4	WBGene00219609	+	0.004	False	0.0130515970516	4.0
X	16003604	16003640	2	WBGene00219609	+	0.729	False	0.871387938794	2.0
III	13764156	13764181	4	WBGene00010665	-	0.0	True	0.0	4.0
III	13765277	13765304	2	WBGene00010665	-	0.326	False	0.452380355277	2.0
III	13759543	13759572	7	WBGene00010664	-	0.0	True	0.0	7.0
III	13756300	13756342	5	WBGene00010663	+	0.0	True	0.0	5.0
IV	12410393	12410419	2	WBGene00008580	+	0.025	False	0.0622889305816	2.0
III	10405246	10405316	3	WBGene00044069	-	0.095	False	0.171997273347	2.0
X	13765662	13765698	5	WBGene00010117	-	0.0	True	0.0	5.0
X	13765949	13765994	5	WBGene00010117	-	0.0	True	0.0	5.0
X	13767872	13767911	2	WBGene00010117	-	0.946	False	1.0	2.0
II	10102932	10102966	2	WBGene00014165	+	0.06	False	0.121002277904	2.0
I	7906869	7906897	2	WBGene00010113	-	0.557	False	0.700801515869	2.0
I	7906918	7906952	3	WBGene00010113	-	0.026	False	0.0641188486537	3.0
IV	7983490	7983516	2	WBGene00000183	+	0.991	False	1.0	2.0
IV	7983518	7983556	4	WBGene00000183	+	0.035	False	0.0804152249135	4.0
IV	7983641	7983671	4	WBGene00000183	+	0.035	False	0.0804152249135	4.0
III	5716981	5717015	2	WBGene00000182	+	0.997	False	1.0	2.0
III	5717258	5717295	4	WBGene00000182	+	0.032	False	0.0756829919858	4.0
III	5717401	5717437	3	WBGene00000182	+	0.403	False	0.537873366834	3.0
V	16405225	16405267	4	WBGene00045357	+	0.001	True	0.00379428571429	4.0
IV	9463712	9463736	2	WBGene00009542	+	0.594	False	0.738261113711	2.0
IV	9463890	9463927	7	WBGene00009542	+	0.0	True	0.0	7.0
IV	4316901	4316938	2	WBGene00017482	+	0.171	False	0.271311827957	2.0
III	9822589	9822625	2	WBGene00014015	+	0.8	False	0.930297723292	2.0
III	9822710	9822788	5	WBGene00014015	+	0.002	True	0.00712064343164	4.0
III	9822933	9822978	4	WBGene00014015	+	0.081	False	0.152147100424	3.0
IV	13174210	13174250	2	WBGene00002974	-	0.025	False	0.0622889305816	2.0
V	5663594	5663623	2	WBGene00015765	+	0.277	False	0.396610242588	2.0
