chrom	left	right	max_coverage	gene_id	strand	pval	past_fdr	padj	height
MtDNA	8521	8566	2	WBGene00010964	+	0.431	False	0.60247311828	2.0
MtDNA	2790	2812	2	WBGene00010960	+	0.194	False	0.370882352941	2.0
MtDNA	6325	6356	2	WBGene00010962	+	0.387	False	0.57404494382	2.0
MtDNA	6543	6571	2	WBGene00010963	+	0.103	False	0.234912280702	2.0
X	16042618	16042660	3	WBGene00008104	-	0.303	False	0.508481012658	3.0
III	9782978	9783019	3	WBGene00006911	+	0.004	False	0.0325	3.0
V	8235457	8235502	5	WBGene00022933	-	0.033	False	0.126176470588	5.0
III	13764535	13764569	2	WBGene00010665	-	0.037	False	0.126578947368	2.0
IV	3386813	3386836	2	WBGene00015248	+	0.053	False	0.156590909091	2.0
IV	7926059	7926091	2	WBGene00004471	-	0.145	False	0.299206349206	2.0
IV	7316812	7316839	2	WBGene00194997	+	0.37	False	0.562325581395	2.0
V	9318238	9318280	3	WBGene00023049	+	0.455	False	0.629255319149	3.0
II	9211803	9211845	2	WBGene00014640	-	0.677	False	0.792882882883	2.0
V	8230226	8230252	2	WBGene00022934	-	0.543	False	0.692058823529	2.0
I	754717	754764	3	WBGene00023169	+	0.372	False	0.562325581395	3.0
V	14445448	14445473	2	WBGene00009082	-	0.022	False	0.11	2.0
MtDNA	5457	5493	3	WBGene00000829	+	0.006	False	0.0458823529412	3.0
X	59779	59839	4	WBGene00195519	+	0.351	False	0.543214285714	3.0
II	13834885	13834916	3	WBGene00044973	-	0.786	False	0.86593220339	3.0
V	14028551	14028593	2	WBGene00014511	-	0.329	False	0.534625	2.0
II	12944865	12944924	13	WBGene00006315	-	0.0	True	0.0	13.0
V	11478244	11478287	4	WBGene00014517	+	0.023	False	0.110740740741	4.0
II	14801350	14801386	7	WBGene00045372	-	0.011	False	0.0715	7.0
X	14477225	14477274	5	WBGene00045371	+	0.171	False	0.336818181818	5.0
IV	12782145	12782172	5	WBGene00014631	+	0.003	False	0.026	5.0
IV	12786207	12786237	3	WBGene00014632	+	0.126	False	0.270655737705	3.0
II	7171883	7171943	8	WBGene00045091	+	0.0	True	0.0	8.0
III	1617310	1617352	2	WBGene00021248	-	0.103	False	0.234912280702	2.0
V	14463250	14463280	2	WBGene00014316	-	0.694	False	0.801666666667	2.0
II	9967358	9967386	3	WBGene00011273	-	0.119	False	0.262203389831	3.0
II	9967994	9968033	4	WBGene00011273	-	0.003	False	0.026	4.0
II	9617876	9617909	2	WBGene00001038	-	0.026	False	0.112666666667	2.0
III	4362596	4362643	2	WBGene00007475	+	0.616	False	0.748411214953	2.0
III	2530448	2530477	2	WBGene00021849	+	0.061	False	0.168723404255	2.0
IV	17281218	17281253	2	WBGene00002005	+	0.067	False	0.181458333333	2.0
X	12889974	12890020	12	WBGene00014416	+	0.0	True	0.0	12.0
X	12890284	12890322	4	WBGene00014417	-	0.233	False	0.420694444444	4.0
IV	9146371	9146413	3	WBGene00009078	-	0.009	False	0.0615789473684	3.0
V	5588143	5588175	3	WBGene00235159	+	0.535	False	0.688613861386	3.0
V	11412264	11412289	2	WBGene00014422	-	0.977	False	1.0	2.0
I	15060298	15060392	38	WBGene00004677	+	0.0	True	0.0	27.0
I	15060393	15060425	7	WBGene00004677	+	1.0	False	1.0	7.0
I	15060429	15060482	7	WBGene00004677	+	1.0	False	1.0	7.0
I	15060502	15060615	11	WBGene00004677	+	1.0	False	1.0	8.0
I	15060616	15060661	8	WBGene00004677	+	1.0	False	1.0	8.0
I	15060667	15060742	5	WBGene00004677	+	1.0	False	1.0	4.0
I	15060747	15061159	173	WBGene00004677	+	0.0	True	0.0	44.0
I	2688988	2689054	5	WBGene00044927	+	0.673	False	0.792882882883	3.0
V	9090933	9090978	2	WBGene00044923	+	0.307	False	0.508481012658	2.0
X	14476867	14476941	9	WBGene00045133	+	0.176	False	0.341492537313	7.0
V	15186632	15186666	2	WBGene00000883	-	0.137	False	0.287258064516	2.0
V	9159637	9159672	3	WBGene00000717	-	0.012	False	0.0742857142857	3.0
III	7156329	7156364	2	WBGene00019401	-	0.024	False	0.111428571429	2.0
IV	2314743	2314769	2	WBGene00006912	-	0.417	False	0.601428571429	2.0
II	10543699	10543726	2	WBGene00014492	-	0.026	False	0.112666666667	2.0
X	17420538	17420566	2	WBGene00003891	-	0.045	False	0.136046511628	2.0
III	3771632	3771658	2	WBGene00002267	-	0.045	False	0.136046511628	2.0
X	13665627	13665675	4	WBGene00000308	+	0.105	False	0.235344827586	4.0
X	9091306	9091345	4	WBGene00023079	+	0.251	False	0.440945945946	4.0
X	14115722	14115764	3	WBGene00014354	+	0.513	False	0.6695	3.0
IV	10182088	10182114	2	WBGene00001794	+	0.076	False	0.193725490196	2.0
V	9086919	9086964	5	WBGene00194993	-	0.001	False	0.0108333333333	5.0
III	10214965	10214996	3	WBGene00000833	-	0.001	False	0.0108333333333	3.0
X	4471262	4471293	3	WBGene00000207	+	0.002	False	0.02	3.0
II	11713584	11713611	2	WBGene00012149	+	0.036	False	0.126486486486	2.0
I	9433498	9433539	2	WBGene00007646	+	0.088	False	0.211851851852	2.0
X	16300108	16300136	2	WBGene00014495	+	0.607	False	0.744433962264	2.0
X	16300638	16300665	2	WBGene00014496	+	0.557	False	0.703009708738	2.0
V	11183683	11183711	2	WBGene00014537	-	0.49	False	0.65	2.0
IV	12005597	12005666	8	WBGene00014625	-	0.421	False	0.601428571429	6.0
III	5211325	5211361	2	WBGene00195016	+	0.744	False	0.826666666667	2.0
