chrom	left	right	max_coverage	gene_id	strand	pval	past_fdr	padj	height
III	6323636	6323706	5	WBGene00016980	-	0.168	False	0.288775119617	3.0
IV	3645505	3645547	2	WBGene00016987	-	0.176	False	0.298809073724	2.0
III	2032552	2032597	3	WBGene00023108	+	0.605	False	0.803349658104	3.0
III	2032892	2032975	10	WBGene00023109	-	0.273	False	0.424844054581	8.0
III	5714327	5714378	9	WBGene00015143	+	0.0	True	0.0	9.0
III	5714383	5714428	5	WBGene00015143	+	0.0	True	0.0	5.0
X	1982768	1982797	2	WBGene00219700	-	0.647	False	0.844296222303	2.0
II	13584531	13584583	2	WBGene00013006	+	0.023	False	0.0563049403748	2.0
II	13547821	13547856	2	WBGene00013002	-	0.095	False	0.180289223455	2.0
V	13965318	13965349	3	WBGene00011195	+	1.0	False	1.0	3.0
V	13965370	13965400	5	WBGene00011195	+	0.514	False	0.706000764672	5.0
V	13965419	13965559	25	WBGene00011195	+	0.0	True	0.0	18.0
V	13965589	13965624	5	WBGene00011195	+	0.514	False	0.706000764672	5.0
V	13965632	13965676	13	WBGene00011195	+	0.0	True	0.0	13.0
I	5421338	5421375	2	WBGene00017855	-	0.083	False	0.162583151581	2.0
I	5431233	5431269	3	WBGene00017852	+	0.014	False	0.036738495252	3.0
X	15573141	15573172	2	WBGene00001130	+	0.626	False	0.824529789184	2.0
X	15573224	15573266	4	WBGene00001130	+	0.001	True	0.0034345124283	4.0
X	15573463	15573507	3	WBGene00001130	+	0.027	False	0.0648379010695	3.0
IV	8857130	8857162	4	WBGene00001132	+	0.002	True	0.0064788097385	4.0
IV	8860646	8860679	4	WBGene00001132	+	0.002	True	0.0064788097385	4.0
IV	8862038	8862072	4	WBGene00001132	+	0.002	True	0.0064788097385	4.0
IV	8862182	8862214	5	WBGene00001132	+	0.0	True	0.0	5.0
V	13126530	13126600	11	WBGene00001137	-	0.0	True	0.0	9.0
V	13126605	13126629	2	WBGene00001137	-	1.0	False	1.0	2.0
V	13126710	13126747	5	WBGene00001137	-	0.004	False	0.0121470836855	5.0
V	13127472	13127507	6	WBGene00001137	-	0.0	True	0.0	6.0
V	13128348	13128371	2	WBGene00001137	-	1.0	False	1.0	2.0
V	13129484	13129523	5	WBGene00001137	-	0.004	False	0.0121470836855	5.0
IV	12573405	12573441	3	WBGene00010673	+	0.023	False	0.0563049403748	3.0
IV	12574141	12574192	2	WBGene00010673	+	0.511	False	0.702820635528	2.0
IV	10126765	10126799	2	WBGene00010677	-	1.0	False	1.0	2.0
IV	10126856	10126892	10	WBGene00010677	-	0.0	True	0.0	10.0
IV	10126992	10127029	5	WBGene00010677	-	0.005	False	0.0147717927632	5.0
IV	10127034	10127058	4	WBGene00010677	-	0.074	False	0.148558256496	4.0
IV	10127151	10127180	4	WBGene00010677	-	0.074	False	0.148558256496	4.0
I	6719392	6719443	2	WBGene00020933	-	0.407	False	0.583924720447	2.0
III	7591384	7591412	2	WBGene00000846	+	0.114	False	0.210023076923	2.0
I	6746024	6746046	2	WBGene00020935	-	0.027	False	0.0648379010695	2.0
I	9953501	9953525	2	WBGene00011985	-	0.087	False	0.1683984375	2.0
I	9958798	9958828	5	WBGene00011986	-	0.0	True	0.0	5.0
IV	17457909	17457963	4	WBGene00008710	-	0.0	True	0.0	4.0
III	9470003	9470049	7	WBGene00000268	-	0.002	True	0.0064788097385	7.0
III	9470055	9470090	2	WBGene00000268	-	1.0	False	1.0	2.0
III	9470095	9470132	13	WBGene00000268	-	0.0	True	0.0	13.0
III	9470364	9470422	10	WBGene00000268	-	0.0	True	0.0	9.0
III	9485423	9485475	8	WBGene00000268	-	0.0	True	0.0	8.0
IV	8990269	8990306	2	WBGene00000266	+	0.04	False	0.0901222953904	2.0
X	17481277	17481323	4	WBGene00206419	+	0.029	False	0.0687446387331	4.0
V	6515399	6515428	2	WBGene00018491	-	0.399	False	0.574857629838	2.0
II	13279981	13280007	2	WBGene00012988	-	0.077	False	0.153636489864	2.0
III	7278713	7278779	18	WBGene00194828	+	0.539	False	0.733885730529	18.0
II	14226462	14226513	3	WBGene00012983	-	0.012	False	0.0322076951812	3.0
II	14226517	14226545	2	WBGene00012983	-	0.411	False	0.588723086124	2.0
X	410388	410430	3	WBGene00023117	+	0.508	False	0.699900287632	3.0
X	3994618	3994662	4	WBGene00023116	+	0.299	False	0.456602550478	4.0
II	4565421	4565477	4	WBGene00023112	+	0.438	False	0.620593571288	4.0
IV	1960137	1960175	3	WBGene00018678	+	0.005	False	0.0147717927632	3.0
X	2891357	2891386	2	WBGene00015172	-	0.32	False	0.482720974176	2.0
III	5327560	5327602	5	WBGene00018672	+	0.0	True	0.0	5.0
IV	10621781	10621813	2	WBGene00011182	-	0.063	False	0.130862966175	2.0
V	20667350	20667383	2	WBGene00012186	+	1.0	False	1.0	2.0
V	20667845	20667929	8	WBGene00012186	+	0.0	True	0.0	6.0
V	20668367	20668421	5	WBGene00012186	+	0.001	True	0.0034345124283	5.0
V	20671022	20671049	2	WBGene00012186	+	1.0	False	1.0	2.0
V	20671500	20671522	2	WBGene00012186	+	1.0	False	1.0	2.0
V	20673232	20673268	7	WBGene00012186	+	0.0	True	0.0	7.0
V	20674220	20674296	8	WBGene00012186	+	0.0	True	0.0	7.0
V	20675140	20675175	5	WBGene00012186	+	0.001	True	0.0034345124283	5.0
V	20675780	20675820	2	WBGene00012186	+	1.0	False	1.0	2.0
V	20678210	20678240	2	WBGene00012186	+	1.0	False	1.0	2.0
V	20678348	20678386	4	WBGene00012186	+	0.032	False	0.0744318549692	4.0
V	20678430	20678462	2	WBGene00012186	+	1.0	False	1.0	2.0
II	14062530	14062605	5	WBGene00012188	+	0.001	True	0.0034345124283	4.0
V	11616560	11616583	2	WBGene00003762	+	0.989	False	1.0	2.0
V	11616782	11616815	7	WBGene00003762	+	0.0	True	0.0	7.0
I	7283068	7283110	2	WBGene00009004	-	0.275	False	0.427771162589	2.0
IV	8728843	8728873	2	WBGene00009007	+	0.092	False	0.175663034813	2.0
IV	8727801	8727837	4	WBGene00009006	+	0.0	True	0.0	4.0
III	12031577	12031607	2	WBGene00013580	-	0.087	False	0.1683984375	2.0
V	18917967	18917998	2	WBGene00013585	+	0.169	False	0.289939111748	2.0
III	13656357	13656388	3	WBGene00011729	+	0.032	False	0.0744318549692	3.0
III	13656423	13656486	9	WBGene00011729	+	0.0	True	0.0	8.0
III	13656559	13656581	2	WBGene00011729	+	0.613	False	0.811124309392	2.0
III	13656586	13656613	2	WBGene00011729	+	0.613	False	0.811124309392	2.0
IV	10841187	10841212	2	WBGene00011720	-	0.06	False	0.125831873905	2.0
IV	10864163	10864191	3	WBGene00011722	+	0.002	True	0.0064788097385	3.0
III	8333490	8333524	2	WBGene00022579	+	0.214	False	0.350567715458	2.0
V	3699634	3699674	4	WBGene00021078	+	0.209	False	0.344260660248	4.0
V	3701451	3701503	6	WBGene00021078	+	0.001	True	0.0034345124283	6.0
V	3701520	3701571	15	WBGene00021078	+	0.0	True	0.0	15.0
V	3701576	3701631	2	WBGene00021078	+	1.0	False	1.0	2.0
V	20267536	20267594	5	WBGene00013766	-	0.0	True	0.0	5.0
X	7480701	7480762	3	WBGene00003185	+	0.046	False	0.101290223721	3.0
X	7480766	7480798	2	WBGene00003185	+	0.623	False	0.821632709251	2.0
I	8296806	8296848	3	WBGene00003183	+	0.001	True	0.0034345124283	3.0
III	190550	190592	3	WBGene00006715	+	0.266	False	0.415842036554	3.0
III	190707	190750	6	WBGene00006715	+	0.0	True	0.0	6.0
III	7769171	7769200	3	WBGene00022794	-	0.004	False	0.0121470836855	3.0
III	7766627	7766654	2	WBGene00022795	-	0.668	False	0.867289483195	2.0
III	7766952	7766986	3	WBGene00022795	-	0.049	False	0.106524962179	3.0
III	7767625	7767650	4	WBGene00022793	-	0.115	False	0.211539938556	4.0
III	7767736	7767778	12	WBGene00022793	-	0.0	True	0.0	12.0
III	7767821	7767843	2	WBGene00022793	-	1.0	False	1.0	2.0
III	7773760	7773792	2	WBGene00022791	+	0.112	False	0.206815728604	2.0
II	4590847	4590871	2	WBGene00006868	+	0.072	False	0.14535543692	2.0
III	12235518	12235566	3	WBGene00001724	-	0.436	False	0.617881656805	3.0
III	12235614	12235642	5	WBGene00001724	-	0.004	False	0.0121470836855	5.0
III	12235660	12235683	2	WBGene00001724	-	0.995	False	1.0	2.0
I	572345	572381	11	WBGene00001725	-	0.0	True	0.0	11.0
I	574591	574628	3	WBGene00001725	-	0.277	False	0.42976570935	3.0
I	692123	692155	2	WBGene00021210	-	0.059	False	0.124351716046	2.0
I	718050	718092	2	WBGene00021211	-	0.042	False	0.0938923459863	2.0
I	3071361	3071401	3	WBGene00019697	-	0.018	False	0.0454906788604	3.0
I	3071411	3071436	4	WBGene00019697	-	0.001	True	0.0034345124283	4.0
I	5549203	5549226	2	WBGene00019693	-	0.504	False	0.695589704187	2.0
X	4921648	4921690	4	WBGene00003986	-	0.0	True	0.0	4.0
X	9253717	9253759	2	WBGene00003981	+	0.05	False	0.108240433866	2.0
I	12923271	12923299	2	WBGene00003989	+	0.999	False	1.0	2.0
I	12923333	12923394	7	WBGene00003989	+	0.0	True	0.0	7.0
V	6393340	6393379	2	WBGene00001581	-	0.997	False	1.0	2.0
V	6393694	6393722	2	WBGene00001581	-	0.997	False	1.0	2.0
V	6393851	6393876	5	WBGene00001581	-	0.001	True	0.0034345124283	5.0
V	6395111	6395153	13	WBGene00001581	-	0.0	True	0.0	13.0
V	6395575	6395604	2	WBGene00001581	-	0.997	False	1.0	2.0
V	6395692	6395724	4	WBGene00001581	-	0.023	False	0.0563049403748	4.0
I	9743586	9743624	2	WBGene00001582	+	0.93	False	1.0	2.0
I	9743958	9744022	8	WBGene00001582	+	0.0	True	0.0	8.0
I	9744043	9744071	3	WBGene00001582	+	0.154	False	0.267785575992	3.0
V	20784355	20784382	2	WBGene00001851	+	0.867	False	1.0	2.0
V	20784555	20784602	3	WBGene00001851	+	0.091	False	0.174216626699	3.0
V	20784751	20784792	2	WBGene00001851	+	0.867	False	1.0	2.0
V	20784898	20784927	3	WBGene00001851	+	0.091	False	0.174216626699	3.0
V	20784996	20785030	3	WBGene00001851	+	0.091	False	0.174216626699	3.0
V	4754311	4754344	5	WBGene00001855	+	0.0	True	0.0	5.0
III	2355313	2355356	2	WBGene00001589	+	0.095	False	0.180289223455	2.0
III	2361954	2361981	2	WBGene00001589	+	0.095	False	0.180289223455	2.0
II	6384531	6384557	3	WBGene00019061	+	0.003	True	0.00941677588467	3.0
X	14743702	14743737	2	WBGene00050939	-	0.865	False	1.0	2.0
I	5263261	5263307	6	WBGene00002583	+	0.0	True	0.0	6.0
I	4181824	4181874	3	WBGene00020031	+	0.001	True	0.0034345124283	3.0
I	4151100	4151141	2	WBGene00020032	-	0.144	False	0.253837095191	2.0
I	4169027	4169076	9	WBGene00020035	-	0.0	True	0.0	8.0
I	4172623	4172651	4	WBGene00020036	-	0.155	False	0.269133639439	4.0
I	4172768	4172824	11	WBGene00020036	-	0.0	True	0.0	11.0
I	4172838	4172866	2	WBGene00020036	-	1.0	False	1.0	2.0
I	4178376	4178423	2	WBGene00020038	-	0.102	False	0.19125	2.0
II	6954815	6954857	4	WBGene00000459	+	0.01	False	0.0274132010683	4.0
II	6954990	6955026	4	WBGene00000459	+	0.01	False	0.0274132010683	4.0
II	6955029	6955062	2	WBGene00000459	+	0.971	False	1.0	2.0
II	6955235	6955270	2	WBGene00000459	+	0.971	False	1.0	2.0
X	1488008	1488039	2	WBGene00000988	+	0.062	False	0.129196635731	2.0
V	7973159	7973193	2	WBGene00002632	-	0.219	False	0.357861041619	2.0
V	7973318	7973351	2	WBGene00002632	-	0.219	False	0.357861041619	2.0
II	3345296	3345336	8	WBGene00017460	-	0.0	True	0.0	8.0
X	13765655	13765698	5	WBGene00010117	-	0.001	True	0.0034345124283	5.0
X	13765961	13765992	2	WBGene00010117	-	0.945	False	1.0	2.0
X	13767884	13767911	2	WBGene00010117	-	0.945	False	1.0	2.0
II	10102926	10102968	4	WBGene00014165	+	0.0	True	0.0	4.0
IV	13250680	13250720	2	WBGene00010440	-	0.155	False	0.269133639439	2.0
II	8582989	8583030	2	WBGene00000187	+	0.406	False	0.582606351108	2.0
II	10108425	10108469	3	WBGene00014169	-	0.009	False	0.0249190751445	3.0
IV	7982537	7982579	9	WBGene00000183	+	0.0	True	0.0	9.0
IV	7982680	7982707	2	WBGene00000183	+	1.0	False	1.0	2.0
IV	7983518	7983571	12	WBGene00000183	+	0.0	True	0.0	12.0
IV	7983632	7983698	13	WBGene00000183	+	0.0	True	0.0	12.0
III	5716981	5717024	9	WBGene00000182	+	0.0	True	0.0	9.0
III	5717036	5717077	3	WBGene00000182	+	0.997	False	1.0	3.0
III	5717082	5717131	8	WBGene00000182	+	0.0	True	0.0	8.0
III	5717135	5717168	3	WBGene00000182	+	0.997	False	1.0	3.0
III	5717257	5717293	6	WBGene00000182	+	0.03	False	0.0707417131605	6.0
III	5717497	5717520	3	WBGene00000182	+	0.997	False	1.0	3.0
III	12992615	12992666	9	WBGene00000672	-	0.0	True	0.0	9.0
III	12993561	12993590	2	WBGene00000672	-	0.996	False	1.0	2.0
III	12993625	12993656	2	WBGene00000672	-	0.996	False	1.0	2.0
III	5106855	5106897	2	WBGene00018802	+	0.021	False	0.0519755425422	2.0
V	8126718	8126770	3	WBGene00005006	-	0.013	False	0.0344922451994	3.0
I	9070442	9070465	2	WBGene00011531	-	0.51	False	0.701713902719	2.0
I	9075022	9075052	2	WBGene00011531	-	0.51	False	0.701713902719	2.0
V	15394127	15394161	3	WBGene00011538	-	0.0	True	0.0	3.0
I	4759816	4759858	2	WBGene00015698	-	0.994	False	1.0	2.0
I	4759881	4759931	6	WBGene00015698	-	0.001	True	0.0034345124283	6.0
I	4759937	4759986	5	WBGene00015698	-	0.003	True	0.00941677588467	5.0
IV	16482853	16482895	11	WBGene00004357	-	0.0	True	0.0	11.0
IV	16482950	16483003	12	WBGene00004357	-	0.0	True	0.0	12.0
IV	16483539	16483590	5	WBGene00004357	-	0.424	False	0.603853320119	5.0
IV	16483591	16483643	6	WBGene00004357	-	0.424	False	0.603853320119	5.0
IV	16483731	16483785	9	WBGene00004357	-	0.092	False	0.175663034813	6.0
IV	16483881	16483922	9	WBGene00004357	-	0.0	True	0.0	9.0
IV	16483949	16483973	2	WBGene00004357	-	1.0	False	1.0	2.0
IV	16488974	16489016	2	WBGene00004357	-	1.0	False	1.0	2.0
I	7718880	7718927	12	WBGene00014349	-	0.004	False	0.0121470836855	12.0
III	5971669	5971716	7	WBGene00003375	-	0.0	True	0.0	7.0
III	5565094	5565149	11	WBGene00003371	+	0.0	True	0.0	11.0
III	5566735	5566777	2	WBGene00003371	+	1.0	False	1.0	2.0
III	5566811	5566866	4	WBGene00003371	+	0.917	False	1.0	4.0
III	5567007	5567089	22	WBGene00003371	+	0.0	True	0.0	11.0
III	5567228	5567328	20	WBGene00003371	+	0.0	True	0.0	14.0
X	17455804	17455886	30	WBGene00003370	-	0.0	True	0.0	25.0
III	3392568	3392592	2	WBGene00003372	-	0.323	False	0.485920226131	2.0
V	4918303	4918342	2	WBGene00015340	-	0.168	False	0.288775119617	2.0
V	1042707	1042738	3	WBGene00015344	-	0.208	False	0.343085399449	3.0
V	1042775	1042813	4	WBGene00015344	-	0.013	False	0.0344922451994	4.0
V	1042814	1042839	4	WBGene00015344	-	0.013	False	0.0344922451994	4.0
V	1042880	1042941	8	WBGene00015344	-	0.001	True	0.0034345124283	5.0
V	1044764	1044793	2	WBGene00015344	-	0.98	False	1.0	2.0
I	8296920	8296973	3	WBGene00009920	-	0.228	False	0.369792325056	2.0
I	8316000	8316034	6	WBGene00009921	-	0.0	True	0.0	6.0
IV	14093895	14093935	4	WBGene00009926	+	0.018	False	0.0454906788604	4.0
IV	14096441	14096485	11	WBGene00009926	+	0.0	True	0.0	11.0
IV	14096507	14096545	2	WBGene00009926	+	0.996	False	1.0	2.0
IV	14082909	14082953	3	WBGene00009924	+	0.24	False	0.385082626172	3.0
IV	14083286	14083330	2	WBGene00009924	+	0.965	False	1.0	2.0
IV	14083401	14083438	6	WBGene00009924	+	0.001	True	0.0034345124283	6.0
IV	13095379	13095424	7	WBGene00008035	+	0.0	True	0.0	7.0
V	12226829	12226883	5	WBGene00003515	-	0.0	True	0.0	5.0
V	12230892	12230946	7	WBGene00003515	-	0.0	True	0.0	7.0
X	12468099	12468137	2	WBGene00003514	+	0.478	False	0.665974403723	2.0
X	12470750	12470778	2	WBGene00003514	+	0.478	False	0.665974403723	2.0
X	12475001	12475037	3	WBGene00003514	+	0.015	False	0.0388939011187	3.0
I	4230795	4230835	2	WBGene00003516	+	0.069	False	0.140722395685	2.0
III	10157478	10157515	2	WBGene00003519	+	0.06	False	0.125831873905	2.0
X	8955969	8956011	2	WBGene00022965	-	0.705	False	0.905996243964	2.0
II	7003297	7003359	4	WBGene00022966	+	0.45	False	0.633597883598	4.0
V	7416209	7416255	4	WBGene00045276	+	0.003	True	0.00941677588467	4.0
IV	7082098	7082146	4	WBGene00021543	+	0.094	False	0.179006095945	4.0
IV	7082148	7082187	3	WBGene00021543	+	0.59	False	0.787068325288	3.0
IV	7082212	7082257	4	WBGene00021543	+	0.094	False	0.179006095945	4.0
I	9108296	9108330	6	WBGene00012376	-	0.0	True	0.0	6.0
II	7200232	7200411	14	WBGene00045095	+	0.149	False	0.260922495735	7.0
II	7171840	7171944	17	WBGene00045091	+	0.0	True	0.0	13.0
X	9952725	9952758	2	WBGene00007653	-	0.047	False	0.103207518337	2.0
IV	6552602	6552628	4	WBGene00016610	-	0.033	False	0.076411537222	4.0
IV	6552673	6552700	2	WBGene00016610	-	0.984	False	1.0	2.0
IV	6552742	6552780	4	WBGene00016610	-	0.033	False	0.076411537222	4.0
IV	6552810	6552877	7	WBGene00016610	-	0.0	True	0.0	6.0
I	3755560	3755584	2	WBGene00002134	-	0.111	False	0.205338568486	2.0
I	7350332	7350369	3	WBGene00002136	-	0.004	False	0.0121470836855	3.0
IV	11675489	11675517	2	WBGene00002130	+	0.104	False	0.194441842311	2.0
I	9605756	9605837	18	WBGene00014424	+	0.004	False	0.0121470836855	15.0
III	6590532	6590574	2	WBGene00198998	+	0.848	False	1.0	2.0
MtDNA	12181	12239	7	WBGene00010967	+	0.013	False	0.0344922451994	6.0
MtDNA	12319	12349	3	WBGene00010967	+	0.994	False	1.0	3.0
MtDNA	12640	12671	2	WBGene00010967	+	1.0	False	1.0	2.0
MtDNA	12738	12766	4	WBGene00010967	+	0.536	False	0.729939347991	4.0
MtDNA	12938	12969	5	WBGene00010967	+	0.083	False	0.162583151581	5.0
MtDNA	13015	13060	6	WBGene00010967	+	0.013	False	0.0344922451994	6.0
MtDNA	13132	13184	6	WBGene00010967	+	0.013	False	0.0344922451994	6.0
MtDNA	13242	13271	2	WBGene00010967	+	1.0	False	1.0	2.0
MtDNA	3726	3777	9	WBGene00010961	+	0.0	True	0.0	9.0
MtDNA	3923	3963	4	WBGene00010961	+	0.617	False	0.815816157527	4.0
MtDNA	4116	4161	2	WBGene00010961	+	1.0	False	1.0	2.0
MtDNA	4198	4247	5	WBGene00010961	+	0.15	False	0.262226277372	5.0
MtDNA	5677	5702	2	WBGene00010962	+	1.0	False	1.0	2.0
MtDNA	5781	5814	3	WBGene00010962	+	0.953	False	1.0	3.0
MtDNA	6055	6079	3	WBGene00010962	+	0.953	False	1.0	3.0
MtDNA	6317	6374	12	WBGene00010962	+	0.0	True	0.0	12.0
MtDNA	6537	6570	4	WBGene00010963	+	0.363	False	0.533474125588	4.0
MtDNA	6583	6607	2	WBGene00010963	+	1.0	False	1.0	2.0
MtDNA	6737	6789	2	WBGene00010963	+	1.0	False	1.0	2.0
MtDNA	6851	6893	4	WBGene00010963	+	0.363	False	0.533474125588	4.0
MtDNA	7002	7050	10	WBGene00010963	+	0.0	True	0.0	10.0
MtDNA	7767	7803	2	WBGene00010963	+	1.0	False	1.0	2.0
I	96565	96590	3	WBGene00021681	-	0.002	True	0.0064788097385	3.0
I	87557	87592	5	WBGene00021683	+	0.0	True	0.0	5.0
I	90615	90642	2	WBGene00021683	+	0.527	False	0.720139786991	2.0
III	4865478	4865502	2	WBGene00000767	+	0.064	False	0.132480553155	2.0
II	4940298	4940326	3	WBGene00022760	+	0.005	False	0.0147717927632	3.0
V	14351916	14351955	2	WBGene00013025	+	1.0	False	1.0	2.0
V	14351985	14352045	8	WBGene00013025	+	0.004	False	0.0121470836855	7.0
V	14352455	14352492	10	WBGene00013025	+	0.0	True	0.0	10.0
V	14353389	14353412	2	WBGene00013025	+	1.0	False	1.0	2.0
V	14354046	14354089	6	WBGene00013025	+	0.057	False	0.12095245127	6.0
V	14354152	14354195	19	WBGene00013025	+	0.0	True	0.0	19.0
V	14354213	14354264	20	WBGene00013025	+	0.0	True	0.0	20.0
III	7859406	7859432	3	WBGene00044324	+	0.103	False	0.192923618352	3.0
III	7859443	7859471	2	WBGene00044324	+	0.764	False	0.960850691406	2.0
III	5943756	5943794	7	WBGene00006727	+	0.0	True	0.0	7.0
I	3925482	3925508	2	WBGene00020629	-	0.924	False	1.0	2.0
I	3925539	3925582	2	WBGene00020629	-	0.924	False	1.0	2.0
I	3925660	3925713	6	WBGene00020629	-	0.0	True	0.0	6.0
IV	8114811	8114837	2	WBGene00021536	+	0.566	False	0.762269915651	2.0
III	6124203	6124247	3	WBGene00021534	-	0.091	False	0.174216626699	3.0
III	6124424	6124476	3	WBGene00021534	-	0.838	False	1.0	2.0
III	6124527	6124551	3	WBGene00021534	-	0.091	False	0.174216626699	3.0
III	6124589	6124631	3	WBGene00021534	-	0.091	False	0.174216626699	3.0
IV	9925062	9925118	6	WBGene00001113	-	0.0	True	0.0	6.0
IV	9926617	9926673	3	WBGene00001113	-	0.151	False	0.263589650146	3.0
III	8675553	8675625	7	WBGene00001443	-	0.002	True	0.0064788097385	6.0
III	8675626	8675658	6	WBGene00001443	-	0.002	True	0.0064788097385	6.0
III	8675705	8675738	2	WBGene00001443	-	1.0	False	1.0	2.0
III	8675848	8675878	4	WBGene00001443	-	0.138	False	0.245246104378	4.0
III	8675883	8675905	2	WBGene00001443	-	1.0	False	1.0	2.0
III	8675905	8675962	14	WBGene00001443	-	0.0	True	0.0	14.0
III	8675975	8675998	2	WBGene00001443	-	1.0	False	1.0	2.0
III	8676065	8676098	3	WBGene00001443	-	0.804	False	0.99909028018	3.0
III	8683023	8683050	2	WBGene00001443	-	1.0	False	1.0	2.0
V	2683232	2683263	2	WBGene00020952	+	0.019	False	0.0475993723849	2.0
II	6787741	6787789	4	WBGene00020481	+	0.008	False	0.0223744647723	4.0
II	6787831	6787874	7	WBGene00020481	+	0.0	True	0.0	7.0
II	6788210	6788239	4	WBGene00020481	+	0.008	False	0.0223744647723	4.0
V	6707057	6707088	2	WBGene00020950	-	0.935	False	1.0	2.0
V	6707206	6707235	4	WBGene00020950	-	0.006	False	0.0173480885312	4.0
V	6708251	6708308	4	WBGene00020950	-	0.006	False	0.0173480885312	4.0
V	6709640	6709671	3	WBGene00020951	-	0.033	False	0.076411537222	3.0
V	6710495	6710522	2	WBGene00020951	-	0.522	False	0.714666539634	2.0
III	9106836	9106887	3	WBGene00000863	-	0.305	False	0.464186613006	2.0
III	9106999	9107025	2	WBGene00000863	-	0.305	False	0.464186613006	2.0
V	15397043	15397085	6	WBGene00000868	+	0.0	True	0.0	6.0
