chrom	left	right	max_coverage	gene_id	strand	pval	past_fdr	padj	height
I	14630958	14631024	4	WBGene00002978	-	0.184	False	0.2845351102	4.0
III	4216926	4216957	2	WBGene00003401	-	1.0	False	1.0	2.0
III	4216995	4217041	6	WBGene00003401	-	0.008	False	0.0233649564376	6.0
III	4217103	4217151	14	WBGene00003401	-	0.0	True	0.0	14.0
III	4217176	4217230	7	WBGene00003401	-	0.0	True	0.0	7.0
III	4217278	4217314	3	WBGene00003401	-	0.979	False	1.0	3.0
III	4217335	4217368	6	WBGene00003401	-	0.008	False	0.0233649564376	6.0
V	15056802	15056874	3	WBGene00003155	-	0.066	False	0.128465806452	2.0
III	4288298	4288372	26	WBGene00003157	-	0.0	True	0.0	25.0
IV	3296507	3296554	5	WBGene00021088	+	0.001	True	0.00394895287958	5.0
IV	3296561	3296606	4	WBGene00021088	+	0.036	False	0.0806325167038	4.0
IV	3296761	3296810	6	WBGene00021088	+	0.0	True	0.0	6.0
II	10201177	10201211	2	WBGene00006651	-	0.489	False	0.619619067619	2.0
I	10169672	10169745	14	WBGene00007706	-	0.0	True	0.0	11.0
I	10169757	10169793	4	WBGene00007706	-	0.076	False	0.142505904288	4.0
I	7222013	7222056	2	WBGene00007255	+	0.052	False	0.107234449761	2.0
II	10877463	10877491	2	WBGene00003882	+	0.488	False	0.618611764706	2.0
II	10877577	10877606	2	WBGene00003882	+	0.488	False	0.618611764706	2.0
II	10877616	10877648	3	WBGene00003882	+	0.017	False	0.0449509202454	3.0
I	13626607	13626662	4	WBGene00012351	-	0.0	True	0.0	4.0
IV	2922841	2922874	4	WBGene00006708	-	0.001	True	0.00394895287958	4.0
I	13658214	13658275	8	WBGene00012354	-	0.0	True	0.0	8.0
III	10737101	10737137	3	WBGene00012359	-	0.021	False	0.0528856427379	3.0
III	10737165	10737207	3	WBGene00012359	-	0.021	False	0.0528856427379	3.0
III	11091546	11091578	3	WBGene00012358	+	0.006	False	0.0185471311475	3.0
V	9343271	9343300	2	WBGene00019466	-	0.052	False	0.107234449761	2.0
V	9331304	9331334	2	WBGene00019464	+	0.683	False	0.811264173228	2.0
V	9331342	9331382	4	WBGene00019464	+	0.003	False	0.0102735527809	4.0
V	9327398	9327445	2	WBGene00019465	-	0.042	False	0.0902521367521	2.0
I	10564555	10564647	7	WBGene00006720	+	0.002	True	0.00732281553398	4.0
II	4940295	4940324	3	WBGene00022760	+	0.006	False	0.0185471311475	3.0
III	3069168	3069197	3	WBGene00006725	+	0.007	False	0.021119	3.0
III	5943756	5943792	4	WBGene00006727	+	0.0	True	0.0	4.0
II	6891882	6891921	2	WBGene00016632	-	0.233	False	0.341243203883	2.0
II	6891947	6891979	2	WBGene00016632	-	0.233	False	0.341243203883	2.0
III	3706730	3706780	5	WBGene00006474	+	0.0	True	0.0	5.0
II	6890189	6890216	2	WBGene00016630	-	0.081	False	0.14955752754	2.0
I	6186821	6186843	2	WBGene00020375	+	0.44	False	0.567299145299	2.0
I	6187803	6187835	2	WBGene00020375	+	0.44	False	0.567299145299	2.0
I	6187906	6187931	2	WBGene00020375	+	0.44	False	0.567299145299	2.0
III	8049096	8049129	3	WBGene00019682	-	0.003	False	0.0102735527809	3.0
X	16380681	16380708	2	WBGene00002280	-	1.0	False	1.0	2.0
X	16380785	16380820	10	WBGene00002280	-	0.0	True	0.0	10.0
X	16380829	16380907	16	WBGene00002280	-	0.0	True	0.0	11.0
X	16380910	16380941	4	WBGene00002280	-	0.027	False	0.06465	4.0
II	5756933	5756989	4	WBGene00017325	-	0.005	False	0.015929250264	4.0
II	15175943	15175988	2	WBGene00013175	+	0.08	False	0.147982832618	2.0
III	475265	475307	3	WBGene00017328	+	0.0	True	0.0	3.0
II	10882436	10882471	2	WBGene00009701	-	0.386	False	0.508764525994	2.0
II	10882478	10882510	3	WBGene00009701	-	0.016	False	0.0426431095406	3.0
IV	2789784	2789822	2	WBGene00021868	+	0.088	False	0.159457057057	2.0
I	3472996	3473036	9	WBGene00021641	-	0.0	True	0.0	9.0
I	3508761	3508810	6	WBGene00021644	-	0.0	True	0.0	6.0
III	6321266	6321326	4	WBGene00016980	-	0.009	False	0.025909351145	3.0
III	6323636	6323673	2	WBGene00016980	-	0.348	False	0.467252336449	2.0
II	6947065	6947115	6	WBGene00017699	+	0.0	True	0.0	6.0
II	6947199	6947237	11	WBGene00017699	+	0.0	True	0.0	11.0
II	9094892	9094929	4	WBGene00000532	-	0.0	True	0.0	4.0
X	5484652	5484705	3	WBGene00001006	+	0.003	False	0.0102735527809	3.0
X	5484890	5484916	2	WBGene00001006	+	0.139	False	0.226682702703	2.0
I	9630357	9630464	34	WBGene00002027	+	0.0	True	0.0	23.0
I	9630482	9630504	2	WBGene00002027	+	1.0	False	1.0	2.0
III	1625483	1625531	5	WBGene00002025	+	0.0	True	0.0	5.0
III	1625568	1625609	2	WBGene00002025	+	0.971	False	1.0	2.0
III	1625738	1625760	2	WBGene00002025	+	0.971	False	1.0	2.0
III	1625761	1625799	7	WBGene00002025	+	0.0	True	0.0	7.0
X	1982768	1982796	2	WBGene00219700	-	0.269	False	0.384449549976	2.0
IV	13510452	13510506	5	WBGene00004239	-	0.0	True	0.0	4.0
IV	13512144	13512169	2	WBGene00004239	-	0.467	False	0.596755188479	2.0
I	14876286	14876314	2	WBGene00001488	-	0.226	False	0.3327681796	2.0
I	14876323	14876376	3	WBGene00001488	-	0.002	True	0.00732281553398	3.0
I	14878167	14878198	2	WBGene00001488	-	0.226	False	0.3327681796	2.0
III	5690162	5690195	2	WBGene00015146	-	0.189	False	0.290776644569	2.0
MtDNA	1943	1975	2	WBGene00010959	+	1.0	False	1.0	2.0
MtDNA	2264	2307	4	WBGene00010959	+	0.06	False	0.120039787798	4.0
MtDNA	2450	2492	2	WBGene00010959	+	1.0	False	1.0	2.0
MtDNA	2500	2524	2	WBGene00010959	+	1.0	False	1.0	2.0
MtDNA	2574	2607	3	WBGene00010959	+	0.508	False	0.638864526886	3.0
IV	8377980	8378005	4	WBGene00017075	-	0.001	True	0.00394895287958	4.0
IV	8378007	8378041	5	WBGene00017075	-	0.0	True	0.0	5.0
IV	6974526	6974555	2	WBGene00003992	-	0.816	False	0.933234268385	2.0
IV	6974558	6974591	9	WBGene00003992	-	0.0	True	0.0	9.0
II	9295983	9296010	2	WBGene00000289	-	0.042	False	0.0902521367521	2.0
IV	9241268	9241301	2	WBGene00012428	+	0.037	False	0.082140544518	2.0
I	5431170	5431225	5	WBGene00017852	+	0.0	True	0.0	5.0
II	9329614	9329664	2	WBGene00001134	+	0.063	False	0.124555045872	2.0
V	13126533	13126572	2	WBGene00001137	-	0.635	False	0.764483240223	2.0
V	13127462	13127499	5	WBGene00001137	-	0.0	True	0.0	5.0
V	5576220	5576259	3	WBGene00219824	+	0.993	False	1.0	3.0
V	5576314	5576367	5	WBGene00219824	+	0.15	False	0.241617725574	5.0
IV	10126844	10126894	6	WBGene00010677	-	0.0	True	0.0	6.0
IV	10127151	10127180	2	WBGene00010677	-	0.658	False	0.787459738199	2.0
IV	4015072	4015097	2	WBGene00020930	-	0.114	False	0.194976190476	2.0
I	9958798	9958828	4	WBGene00011986	-	0.0	True	0.0	4.0
IV	14798848	14798911	6	WBGene00000192	+	0.014	False	0.0380522522523	4.0
IV	14798940	14798975	2	WBGene00000192	+	0.969	False	1.0	2.0
IV	14799179	14799213	2	WBGene00000192	+	0.969	False	1.0	2.0
I	4356145	4356171	3	WBGene00000140	+	0.001	True	0.00394895287958	3.0
I	2883798	2883842	2	WBGene00000199	-	0.207	False	0.311170403587	2.0
IV	8363225	8363247	2	WBGene00005019	+	0.199	False	0.302003521127	2.0
II	9333692	9333735	4	WBGene00001229	+	0.0	True	0.0	4.0
I	9976572	9976606	3	WBGene00001226	-	0.001	True	0.00394895287958	3.0
IV	12052186	12052217	2	WBGene00005015	+	0.041	False	0.0888627873563	2.0
V	14277614	14277657	2	WBGene00014371	+	0.819	False	0.936310344828	2.0
III	9785972	9786014	2	WBGene00011218	+	0.037	False	0.082140544518	2.0
X	10018426	10018461	3	WBGene00014374	-	0.443	False	0.570679333903	3.0
III	13411360	13411404	4	WBGene00014376	-	0.713	False	0.83962568306	4.0
V	11076954	11076996	3	WBGene00000064	-	0.039	False	0.0856977421704	3.0
V	11071734	11071790	4	WBGene00000065	-	0.749	False	0.874848238482	4.0
V	11071840	11071933	10	WBGene00000065	-	0.033	False	0.0755394537178	6.0
V	11071953	11072003	20	WBGene00000065	-	0.0	True	0.0	20.0
V	11072079	11072110	2	WBGene00000065	-	1.0	False	1.0	2.0
V	11072607	11072652	2	WBGene00000065	-	1.0	False	1.0	2.0
X	4962933	4962964	3	WBGene00000066	+	1.0	False	1.0	3.0
X	4963052	4963084	3	WBGene00000066	+	1.0	False	1.0	3.0
X	4963184	4963242	2	WBGene00000066	+	1.0	False	1.0	2.0
X	4963427	4963478	2	WBGene00000066	+	1.0	False	1.0	2.0
X	4963977	4964009	3	WBGene00000066	+	1.0	False	1.0	3.0
X	4964047	4964106	19	WBGene00000066	+	0.0	True	0.0	18.0
X	4964149	4964176	3	WBGene00000066	+	1.0	False	1.0	3.0
X	4964339	4964401	9	WBGene00000066	+	0.0	True	0.0	8.0
III	13604521	13604549	2	WBGene00000067	-	0.097	False	0.172146470588	2.0
V	11082203	11082250	4	WBGene00000063	+	0.003	False	0.0102735527809	4.0
I	5854793	5854875	6	WBGene00023023	-	0.864	False	0.974827225131	4.0
X	3793563	3793627	8	WBGene00023026	-	0.996	False	1.0	4.0
III	9470095	9470130	6	WBGene00000268	-	0.0	True	0.0	6.0
III	9470381	9470425	3	WBGene00000268	-	0.249	False	0.360996155694	3.0
III	9485423	9485453	3	WBGene00000268	-	0.249	False	0.360996155694	3.0
IV	8990276	8990306	2	WBGene00000266	+	0.028	False	0.0661519185591	2.0
III	6885266	6885299	2	WBGene00000265	-	0.019	False	0.048952177626	2.0
I	3031248	3031278	2	WBGene00021845	-	0.074	False	0.13953625	2.0
I	9314451	9314489	2	WBGene00009177	-	0.068	False	0.13151025641	2.0
I	3028368	3028393	2	WBGene00021844	-	0.059	False	0.118353058511	2.0
X	17481479	17481522	4	WBGene00206419	+	0.008	False	0.0233649564376	4.0
II	5844934	5844976	2	WBGene00004833	+	0.618	False	0.745504198321	2.0
II	7790736	7790771	3	WBGene00015514	+	0.057	False	0.115338028169	3.0
II	7791283	7791306	2	WBGene00015514	+	0.652	False	0.781519268971	2.0
II	12895731	12895766	2	WBGene00009394	+	0.119	False	0.201246076233	2.0
IV	15187343	15187412	4	WBGene00014570	+	0.86	False	0.971040419162	3.0
I	11628150	11628192	2	WBGene00014577	-	0.38	False	0.501513560805	2.0
II	14226463	14226545	5	WBGene00012983	-	0.006	False	0.0185471311475	3.0
II	8043500	8043531	2	WBGene00011507	+	0.108	False	0.187047072331	2.0
II	8047098	8047145	2	WBGene00011507	+	0.108	False	0.187047072331	2.0
I	6284986	6285008	2	WBGene00015687	+	1.0	False	1.0	2.0
I	6288977	6289012	2	WBGene00015687	+	1.0	False	1.0	2.0
I	6289035	6289084	9	WBGene00015687	+	0.0	True	0.0	9.0
I	6289127	6289167	4	WBGene00015687	+	0.174	False	0.27101600413	4.0
I	6289168	6289229	4	WBGene00015687	+	0.174	False	0.27101600413	4.0
I	6289265	6289305	2	WBGene00015687	+	1.0	False	1.0	2.0
I	8540559	8540596	3	WBGene00010855	-	0.003	False	0.0102735527809	3.0
I	6273706	6273743	4	WBGene00015688	-	0.0	True	0.0	4.0
V	10804775	10804806	2	WBGene00008380	-	0.066	False	0.128465806452	2.0
X	3994619	3994676	2	WBGene00023116	+	0.672	False	0.80103674437	2.0
II	4565422	4565467	3	WBGene00023112	+	0.617	False	0.7445956	3.0
II	6374048	6374083	3	WBGene00003009	+	0.173	False	0.270295701709	3.0
II	6374262	6374303	6	WBGene00003009	+	0.0	True	0.0	6.0
II	6374304	6374331	3	WBGene00003009	+	0.173	False	0.270295701709	3.0
II	6374363	6374405	2	WBGene00003009	+	0.949	False	1.0	2.0
IV	14869753	14869792	2	WBGene00013327	+	0.13	False	0.215618471688	2.0
V	20674221	20674252	2	WBGene00012186	+	0.611	False	0.738240688827	2.0
V	20675143	20675173	2	WBGene00012186	+	0.611	False	0.738240688827	2.0
V	20675780	20675822	3	WBGene00012186	+	0.024	False	0.058916192026	3.0
V	20678347	20678387	4	WBGene00012186	+	0.0	True	0.0	4.0
I	4508843	4508892	4	WBGene00020131	+	0.0	True	0.0	4.0
X	10589845	10589871	2	WBGene00004749	-	0.168	False	0.263712799168	2.0
X	17460314	17460339	2	WBGene00003369	+	0.344	False	0.465194083371	2.0
I	4920652	4920692	2	WBGene00017676	+	0.071	False	0.136004444444	2.0
III	13346794	13346831	4	WBGene00009952	+	0.0	True	0.0	4.0
I	13306288	13306318	2	WBGene00011432	+	0.027	False	0.06465	2.0
X	14477545	14477620	4	WBGene00045117	+	0.737	False	0.863841880342	3.0
V	11749859	11749885	2	WBGene00011436	+	0.063	False	0.124555045872	2.0
V	11751114	11751142	2	WBGene00011436	+	0.063	False	0.124555045872	2.0
X	12148288	12148326	3	WBGene00010924	+	0.001	True	0.00394895287958	3.0
V	3989420	3989457	2	WBGene00003765	+	0.064	False	0.1259543379	2.0
I	8427150	8427184	3	WBGene00008533	-	0.002	True	0.00732281553398	3.0
X	5022816	5022900	17	WBGene00023208	-	0.998	False	1.0	9.0
I	7283748	7283777	2	WBGene00009004	-	0.074	False	0.13953625	2.0
IV	8727801	8727837	2	WBGene00009006	+	0.034	False	0.077358974359	2.0
V	4310604	4310641	2	WBGene00023207	+	1.0	False	1.0	2.0
V	4310642	4310688	8	WBGene00023207	+	0.317	False	0.435514116576	8.0
I	7279699	7279750	2	WBGene00009002	-	0.079	False	0.146943896424	2.0
V	8010542	8010615	3	WBGene00022402	-	0.349	False	0.468386565836	2.0
X	5035293	5035335	2	WBGene00022615	-	0.092	False	0.165216666667	2.0
V	17845919	17845951	2	WBGene00013340	-	0.272	False	0.387452313503	2.0
I	10085562	10085601	4	WBGene00003508	+	0.0	True	0.0	4.0
II	7627776	7627807	2	WBGene00020114	-	0.262	False	0.376765490944	2.0
II	7627828	7627875	2	WBGene00020114	-	0.262	False	0.376765490944	2.0
V	18070165	18070218	3	WBGene00013347	-	0.011	False	0.030871627907	3.0
X	9622819	9622861	2	WBGene00012292	-	0.699	False	0.826364811912	2.0
X	9373148	9373222	25	WBGene00022973	-	0.062	False	0.123061842105	18.0
V	14346005	14346059	3	WBGene00006057	+	0.287	False	0.402734418605	2.0
IV	2497480	2497510	4	WBGene00022089	+	0.008	False	0.0233649564376	4.0
IV	2497558	2497586	2	WBGene00022089	+	0.907	False	1.0	2.0
IV	2497615	2497642	3	WBGene00022089	+	0.147	False	0.237419164882	3.0
III	13656450	13656487	3	WBGene00011729	+	0.004	False	0.0132469813392	3.0
III	13656559	13656582	3	WBGene00011729	+	0.004	False	0.0132469813392	3.0
X	7773209	7773266	12	WBGene00023210	+	0.005	False	0.015929250264	12.0
IV	14863992	14864053	9	WBGene00045204	+	0.057	False	0.115338028169	8.0
IV	13600886	13600911	3	WBGene00045203	+	0.221	False	0.327483791749	3.0
IV	2530221	2530268	3	WBGene00022087	+	0.001	True	0.00394895287958	3.0
III	6592915	6593014	19	WBGene00002889	-	0.0	True	0.0	10.0
I	8758217	8758244	3	WBGene00008440	-	0.002	True	0.00732281553398	3.0
III	5229763	5229829	2	WBGene00000229	+	0.995	False	1.0	2.0
III	5229974	5230006	2	WBGene00000229	+	0.995	False	1.0	2.0
III	5230377	5230455	12	WBGene00000229	+	0.0	True	0.0	7.0
IV	11526405	11526438	2	WBGene00003218	+	0.747	False	0.874543655413	2.0
IV	11527688	11527726	3	WBGene00003218	+	0.038	False	0.0839897435897	3.0
IV	11527740	11527798	6	WBGene00003218	+	0.001	True	0.00394895287958	4.0
I	10186243	10186276	5	WBGene00007710	+	0.0	True	0.0	5.0
I	10187487	10187519	2	WBGene00007710	+	0.605	False	0.735439259855	2.0
V	3701520	3701561	7	WBGene00021078	+	0.0	True	0.0	7.0
III	10209414	10209456	6	WBGene00011867	+	0.0	True	0.0	6.0
V	20267536	20267587	2	WBGene00013766	-	0.118	False	0.199778900112	2.0
IV	11859751	11859813	11	WBGene00002363	+	0.0	True	0.0	9.0
IV	11860217	11860302	9	WBGene00002363	+	0.0	True	0.0	7.0
IV	11860353	11860385	3	WBGene00002363	+	0.794	False	0.914661321115	3.0
I	3005447	3005484	2	WBGene00003186	-	0.034	False	0.077358974359	2.0
V	14731286	14731319	2	WBGene00006795	-	0.563	False	0.693011423909	2.0
V	14731348	14731417	3	WBGene00006795	-	0.563	False	0.693011423909	2.0
V	14733744	14733773	3	WBGene00006795	-	0.017	False	0.0449509202454	3.0
X	7480715	7480747	2	WBGene00003185	+	0.115	False	0.196463759909	2.0
II	11707494	11707527	5	WBGene00008743	-	0.0	True	0.0	5.0
II	5823982	5824022	2	WBGene00022880	-	0.033	False	0.0755394537178	2.0
III	8045889	8045914	2	WBGene00019679	+	0.186	False	0.286746039857	2.0
III	190561	190588	2	WBGene00006715	+	0.606	False	0.735439259855	2.0
III	190635	190678	2	WBGene00006715	+	0.606	False	0.735439259855	2.0
III	190711	190747	2	WBGene00006715	+	0.606	False	0.735439259855	2.0
III	4172614	4172644	4	WBGene00007624	-	0.025	False	0.0608757062147	4.0
III	4172674	4172740	18	WBGene00007624	-	0.0	True	0.0	13.0
I	572345	572380	12	WBGene00001725	-	0.0	True	0.0	12.0
X	7323747	7323787	2	WBGene00023134	+	0.686	False	0.813546383648	2.0
I	5549183	5549231	2	WBGene00019693	-	0.254	False	0.367010536398	2.0
I	12922003	12922041	2	WBGene00003989	+	0.891	False	0.998197920535	2.0
I	12923262	12923300	2	WBGene00003989	+	0.891	False	0.998197920535	2.0
I	12923341	12923383	3	WBGene00003989	+	0.154	False	0.245959767073	3.0
II	10778493	10778544	2	WBGene00002297	-	0.14	False	0.228066954644	2.0
V	3712817	3712859	2	WBGene00020854	-	0.144	False	0.233448683503	2.0
III	9130553	9130597	2	WBGene00013985	+	0.127	False	0.211573163998	2.0
III	2642549	2642591	2	WBGene00019212	+	0.031	False	0.0720546995378	2.0
III	2503552	2503578	2	WBGene00021852	-	0.022	False	0.0548545454545	2.0
III	2326680	2326727	2	WBGene00021857	+	0.042	False	0.0902521367521	2.0
V	6393340	6393383	2	WBGene00001581	-	0.41	False	0.53455920484	2.0
V	6393851	6393879	3	WBGene00001581	-	0.01	False	0.0285160680529	3.0
V	6395111	6395153	2	WBGene00001581	-	0.41	False	0.53455920484	2.0
III	7212767	7212796	2	WBGene00020107	+	0.235	False	0.343838506305	2.0
III	7214797	7214829	2	WBGene00020107	+	0.235	False	0.343838506305	2.0
I	5775564	5775603	3	WBGene00001856	+	0.006	False	0.0185471311475	3.0
III	4859183	4859215	2	WBGene00016444	+	0.031	False	0.0720546995378	2.0
III	3171934	3171965	4	WBGene00020103	+	0.008	False	0.0233649564376	4.0
III	3174664	3174692	3	WBGene00020103	+	0.153	False	0.245141263941	3.0
III	4877658	4877702	2	WBGene00016449	-	0.092	False	0.165216666667	2.0
III	4423282	4423315	5	WBGene00000520	+	0.0	True	0.0	5.0
II	11547159	11547194	4	WBGene00001031	+	0.0	True	0.0	4.0
X	4710164	4710207	2	WBGene00001032	-	0.148	False	0.238523504274	2.0
V	5503129	5503156	4	WBGene00001037	-	0.004	False	0.0132469813392	4.0
V	5503161	5503206	5	WBGene00001037	-	0.0	True	0.0	5.0
I	8845882	8845918	5	WBGene00002035	-	0.0	True	0.0	5.0
V	9399704	9399742	10	WBGene00002036	+	0.0	True	0.0	10.0
V	9399752	9399814	6	WBGene00002036	+	0.0	True	0.0	5.0
V	15512743	15512771	2	WBGene00004452	+	0.676	False	0.803899093417	2.0
IV	8285229	8285288	10	WBGene00019509	-	0.0	True	0.0	9.0
II	10303097	10303128	8	WBGene00006918	-	0.0	True	0.0	8.0
I	5609476	5609508	2	WBGene00006919	-	0.493	False	0.62337845767	2.0
II	11435442	11435473	2	WBGene00006915	-	0.31	False	0.427649748514	2.0
I	3449068	3449098	2	WBGene00006440	+	0.029	False	0.0681940763835	2.0
II	7878148	7878176	2	WBGene00006913	-	0.988	False	1.0	2.0
II	7878177	7878204	3	WBGene00006913	-	0.344	False	0.465194083371	3.0
II	7878207	7878236	5	WBGene00006913	-	0.002	True	0.00732281553398	5.0
II	7878248	7878272	2	WBGene00006913	-	0.988	False	1.0	2.0
III	9781897	9781935	4	WBGene00006910	+	0.037	False	0.082140544518	4.0
III	9781940	9781977	5	WBGene00006910	+	0.005	False	0.015929250264	5.0
III	9782751	9782801	8	WBGene00006911	+	0.0	True	0.0	8.0
III	9782827	9782869	2	WBGene00006911	+	1.0	False	1.0	2.0
III	9782978	9783021	8	WBGene00006911	+	0.0	True	0.0	8.0
III	12881040	12881107	17	WBGene00006804	-	0.0	True	0.0	13.0
III	12881133	12881169	2	WBGene00006804	-	0.971	False	1.0	2.0
I	4600120	4600166	2	WBGene00017004	-	0.221	False	0.327483791749	2.0
I	4601472	4601498	2	WBGene00017004	-	0.221	False	0.327483791749	2.0
III	8639305	8639352	5	WBGene00022998	+	0.907	False	1.0	5.0
III	8639378	8639428	4	WBGene00022998	+	0.999	False	1.0	4.0
III	5903678	5903704	3	WBGene00016200	-	0.026	False	0.0626533546326	3.0
X	16003018	16003073	3	WBGene00219609	+	0.531	False	0.660357378401	2.0
X	16003617	16003640	2	WBGene00219609	+	0.531	False	0.660357378401	2.0
III	13764156	13764182	6	WBGene00010665	-	0.0	True	0.0	6.0
III	13759517	13759572	5	WBGene00010664	-	0.0	True	0.0	5.0
III	13756310	13756340	2	WBGene00010663	+	0.017	False	0.0449509202454	2.0
II	3345296	3345325	2	WBGene00017460	-	0.157	False	0.250221341786	2.0
IV	4414798	4414847	3	WBGene00021281	+	0.135	False	0.221959128065	3.0
IV	4414849	4414891	2	WBGene00021281	+	0.945	False	1.0	2.0
IV	4414936	4414971	4	WBGene00021281	+	0.008	False	0.0233649564376	4.0
IV	4415284	4415323	4	WBGene00021281	+	0.008	False	0.0233649564376	4.0
IV	251822	251879	3	WBGene00019819	+	0.001	True	0.00394895287958	3.0
II	8747066	8747110	2	WBGene00010681	+	0.086	False	0.156585395293	2.0
X	13765662	13765692	2	WBGene00010117	-	0.544	False	0.672918409184	2.0
X	13765955	13766001	3	WBGene00010117	-	0.028	False	0.0661519185591	3.0
I	7906867	7906899	3	WBGene00010113	-	0.028	False	0.0661519185591	3.0
I	7906918	7906963	2	WBGene00010113	-	0.606	False	0.735439259855	2.0
I	7907050	7907080	2	WBGene00010113	-	0.606	False	0.735439259855	2.0
I	7908841	7908884	2	WBGene00010113	-	0.606	False	0.735439259855	2.0
IV	7982537	7982579	5	WBGene00000183	+	0.194	False	0.296353417722	5.0
IV	7983483	7983516	3	WBGene00000183	+	1.0	False	1.0	3.0
IV	7983516	7983562	10	WBGene00000183	+	0.0	True	0.0	10.0
