chrom	left	right	max_coverage	gene_id	strand	pval	past_fdr	padj	height
III	4217335	4217368	6	WBGene00003401	-	0.008	False	0.0232475675676	6.0
V	15056802	15056874	3	WBGene00003155	-	0.042	False	0.0908985507246	2.0
IV	3296507	3296554	5	WBGene00021088	+	0.002	True	0.0071871657754	5.0
IV	3296561	3296606	4	WBGene00021088	+	0.025	False	0.060814479638	4.0
IV	3296761	3296810	4	WBGene00021088	+	0.025	False	0.060814479638	4.0
II	10201177	10201211	2	WBGene00006651	-	0.501	False	0.62694972067	2.0
I	10169672	10169745	13	WBGene00007706	-	0.0	True	0.0	10.0
I	10169757	10169793	4	WBGene00007706	-	0.057	False	0.113241685144	4.0
I	7222013	7222056	2	WBGene00007255	+	0.072	False	0.136101265823	2.0
II	10877463	10877491	3	WBGene00003882	+	0.034	False	0.0771891891892	3.0
II	10877577	10877606	2	WBGene00003882	+	0.585	False	0.709923250564	2.0
II	10877616	10877648	3	WBGene00003882	+	0.034	False	0.0771891891892	3.0
IV	387620	387691	9	WBGene00044789	+	0.0	True	0.0	6.0
IV	387888	387924	3	WBGene00044789	+	0.335	False	0.450690690691	3.0
I	13626607	13626662	3	WBGene00012351	-	0.004	False	0.0130169491525	3.0
III	10737101	10737131	2	WBGene00012359	-	0.292	False	0.405212183789	2.0
III	10737165	10737207	3	WBGene00012359	-	0.01	False	0.0286261980831	3.0
III	11091546	11091578	3	WBGene00012358	+	0.007	False	0.0207682119205	3.0
V	9343271	9343300	2	WBGene00019466	-	0.053	False	0.107845571537	2.0
V	9331304	9331334	2	WBGene00019464	+	0.595	False	0.718490566038	2.0
V	9331342	9331382	4	WBGene00019464	+	0.001	True	0.00391836734694	4.0
V	9327398	9327445	2	WBGene00019465	-	0.037	False	0.0819242174629	2.0
I	10564555	10564647	7	WBGene00006720	+	0.003	False	0.0101689785624	4.0
II	4940295	4940324	3	WBGene00022760	+	0.008	False	0.0232475675676	3.0
III	3069168	3069197	3	WBGene00006725	+	0.006	False	0.0182650056625	3.0
III	5943756	5943792	4	WBGene00006727	+	0.0	True	0.0	4.0
II	6891947	6891979	2	WBGene00016632	-	0.126	False	0.208808877928	2.0
III	3706730	3706780	3	WBGene00006474	+	0.0	True	0.0	3.0
II	6890189	6890216	2	WBGene00016630	-	0.276	False	0.388626506024	2.0
I	6186821	6186843	2	WBGene00020375	+	0.275	False	0.387827911857	2.0
I	6187906	6187931	2	WBGene00020375	+	0.275	False	0.387827911857	2.0
III	8049096	8049129	3	WBGene00019682	-	0.003	False	0.0101689785624	3.0
V	4413397	4413445	2	WBGene00001714	-	0.339	False	0.455160839161	2.0
X	16380681	16380708	2	WBGene00002280	-	0.993	False	1.0	2.0
X	16380785	16380820	10	WBGene00002280	-	0.0	True	0.0	10.0
X	16380829	16380905	12	WBGene00002280	-	0.0	True	0.0	9.0
X	16380910	16380941	4	WBGene00002280	-	0.019	False	0.0490134357006	4.0
II	5756933	5756969	2	WBGene00017325	-	0.166	False	0.258371742907	2.0
II	15175943	15175988	2	WBGene00013175	+	0.078	False	0.144595862069	2.0
III	475265	475307	3	WBGene00017328	+	0.0	True	0.0	3.0
II	10882436	10882471	2	WBGene00009701	-	0.406	False	0.527721470019	2.0
II	10882478	10882510	3	WBGene00009701	-	0.017	False	0.0449763779528	3.0
IV	2789784	2789822	2	WBGene00021868	+	0.079	False	0.145846153846	2.0
I	3472996	3473025	7	WBGene00021641	-	0.0	True	0.0	7.0
I	3508761	3508810	6	WBGene00021644	-	0.0	True	0.0	6.0
III	6321266	6321326	4	WBGene00016980	-	0.007	False	0.0207682119205	3.0
III	6323636	6323673	2	WBGene00016980	-	0.344	False	0.460723467862	2.0
II	6947065	6947115	6	WBGene00017699	+	0.0	True	0.0	6.0
II	6947199	6947237	10	WBGene00017699	+	0.0	True	0.0	10.0
II	9094892	9094929	4	WBGene00000532	-	0.0	True	0.0	4.0
V	6045549	6045605	2	WBGene00000534	+	0.129	False	0.212600858369	2.0
X	5484652	5484705	3	WBGene00001006	+	0.002	True	0.0071871657754	3.0
X	5484890	5484916	2	WBGene00001006	+	0.123	False	0.205611940299	2.0
I	9630357	9630456	30	WBGene00002027	+	0.0	True	0.0	22.0
I	9630482	9630504	2	WBGene00002027	+	1.0	False	1.0	2.0
III	1625483	1625531	5	WBGene00002025	+	0.0	True	0.0	5.0
III	1625738	1625760	2	WBGene00002025	+	0.961	False	1.0	2.0
III	1625761	1625799	7	WBGene00002025	+	0.0	True	0.0	7.0
X	1982768	1982796	2	WBGene00219700	-	0.294	False	0.407356701031	2.0
IV	13510452	13510506	5	WBGene00004239	-	0.0	True	0.0	4.0
IV	13512144	13512169	2	WBGene00004239	-	0.478	False	0.603222535211	2.0
I	14876286	14876314	2	WBGene00001488	-	0.211	False	0.312317180617	2.0
I	14876323	14876376	3	WBGene00001488	-	0.002	True	0.0071871657754	3.0
X	6747533	6747561	2	WBGene00019844	-	0.018	False	0.0469747572816	2.0
III	5690162	5690195	2	WBGene00015146	-	0.218	False	0.320384909787	2.0
MtDNA	1943	1975	2	WBGene00010959	+	0.997	False	1.0	2.0
MtDNA	2264	2307	4	WBGene00010959	+	0.057	False	0.113241685144	4.0
MtDNA	2450	2492	2	WBGene00010959	+	0.997	False	1.0	2.0
MtDNA	2500	2524	2	WBGene00010959	+	0.997	False	1.0	2.0
MtDNA	2574	2605	2	WBGene00010959	+	0.997	False	1.0	2.0
IV	8377980	8378005	4	WBGene00017075	-	0.003	False	0.0101689785624	4.0
IV	8378007	8378041	5	WBGene00017075	-	0.0	True	0.0	5.0
IV	8381740	8381805	5	WBGene00017070	+	0.0	True	0.0	5.0
IV	6974558	6974591	9	WBGene00003992	-	0.0	True	0.0	9.0
II	9295983	9296010	2	WBGene00000289	-	0.053	False	0.107845571537	2.0
II	6055547	6055573	2	WBGene00020027	-	0.043	False	0.0925412329864	2.0
I	5431170	5431225	5	WBGene00017852	+	0.0	True	0.0	5.0
IV	8857097	8857121	2	WBGene00001132	+	0.013	False	0.0357666325486	2.0
II	9329614	9329664	2	WBGene00001134	+	0.047	False	0.0978590240124	2.0
V	13126533	13126572	2	WBGene00001137	-	0.408	False	0.529552873008	2.0
V	13127462	13127498	3	WBGene00001137	-	0.013	False	0.0357666325486	3.0
IV	12563828	12563864	2	WBGene00010671	-	0.038	False	0.0837932731747	2.0
IV	10126856	10126894	5	WBGene00010677	-	0.0	True	0.0	5.0
IV	10127151	10127180	2	WBGene00010677	-	0.737	False	0.8576	2.0
IV	4015072	4015097	2	WBGene00020930	-	0.129	False	0.212600858369	2.0
I	9958798	9958828	4	WBGene00011986	-	0.0	True	0.0	4.0
IV	14798848	14798911	6	WBGene00000192	+	0.012	False	0.0334605809129	4.0
IV	14798940	14798975	2	WBGene00000192	+	0.958	False	1.0	2.0
IV	14799179	14799213	2	WBGene00000192	+	0.958	False	1.0	2.0
I	2883798	2883842	2	WBGene00000199	-	0.206	False	0.306434975097	2.0
V	4635175	4635206	2	WBGene00018811	+	0.026	False	0.0626798206278	2.0
IV	8363225	8363247	2	WBGene00005019	+	0.165	False	0.256964078795	2.0
II	9333692	9333735	4	WBGene00001229	+	0.0	True	0.0	4.0
I	9976572	9976600	2	WBGene00001226	-	0.046	False	0.0966	2.0
IV	12052186	12052217	2	WBGene00005015	+	0.047	False	0.0978590240124	2.0
III	9785972	9786014	2	WBGene00011218	+	0.04	False	0.0875570032573	2.0
X	10018426	10018461	3	WBGene00014374	-	0.454	False	0.580015209125	3.0
III	13411360	13411404	4	WBGene00014376	-	0.4	False	0.521182743577	4.0
V	11071734	11071790	4	WBGene00000065	-	0.443	False	0.569208413002	4.0
V	11071840	11071933	11	WBGene00000065	-	0.001	True	0.00391836734694	7.0
V	11071953	11072002	17	WBGene00000065	-	0.0	True	0.0	17.0
X	4963052	4963084	3	WBGene00000066	+	1.0	False	1.0	3.0
X	4963427	4963478	2	WBGene00000066	+	1.0	False	1.0	2.0
X	4963977	4964009	3	WBGene00000066	+	1.0	False	1.0	3.0
X	4964047	4964108	20	WBGene00000066	+	0.0	True	0.0	19.0
X	4964149	4964176	3	WBGene00000066	+	1.0	False	1.0	3.0
X	4964339	4964401	10	WBGene00000066	+	0.0	True	0.0	9.0
X	3793563	3793605	4	WBGene00023026	-	0.211	False	0.312317180617	4.0
III	9470095	9470130	6	WBGene00000268	-	0.0	True	0.0	6.0
III	9470381	9470425	3	WBGene00000268	-	0.226	False	0.330156521739	3.0
III	9485423	9485453	3	WBGene00000268	-	0.226	False	0.330156521739	3.0
IV	8990276	8990306	2	WBGene00000266	+	0.035	False	0.0788600167645	2.0
III	6885266	6885299	2	WBGene00000265	-	0.024	False	0.0589689213894	2.0
I	3031248	3031278	2	WBGene00021845	-	0.074	False	0.138905027933	2.0
I	9314451	9314489	2	WBGene00009177	-	0.061	False	0.119249454545	2.0
I	3028368	3028393	2	WBGene00021844	-	0.063	False	0.122358381503	2.0
X	17481479	17481522	4	WBGene00206419	+	0.003	False	0.0101689785624	4.0
V	7852431	7852473	6	WBGene00016501	-	0.0	True	0.0	6.0
III	7278727	7278774	9	WBGene00194828	+	0.931	False	1.0	9.0
II	7790736	7790771	3	WBGene00015514	+	0.072	False	0.136101265823	3.0
II	7791283	7791306	2	WBGene00015514	+	0.686	False	0.806282466113	2.0
II	12895731	12895766	2	WBGene00009394	+	0.135	False	0.220729927007	2.0
IV	15187380	15187418	2	WBGene00014570	+	0.741	False	0.860392224622	2.0
IV	5830082	5830124	2	WBGene00015680	+	0.024	False	0.0589689213894	2.0
I	6284986	6285008	2	WBGene00015687	+	1.0	False	1.0	2.0
I	6288977	6289012	2	WBGene00015687	+	1.0	False	1.0	2.0
I	6289035	6289084	9	WBGene00015687	+	0.0	True	0.0	9.0
I	6289127	6289167	4	WBGene00015687	+	0.185	False	0.282706083002	4.0
I	6289168	6289229	4	WBGene00015687	+	0.185	False	0.282706083002	4.0
I	6289265	6289305	2	WBGene00015687	+	1.0	False	1.0	2.0
I	8540559	8540596	3	WBGene00010855	-	0.007	False	0.0207682119205	3.0
I	6273708	6273743	3	WBGene00015688	-	0.004	False	0.0130169491525	3.0
V	10804775	10804806	2	WBGene00008380	-	0.046	False	0.0966	2.0
II	4565424	4565467	2	WBGene00023112	+	0.81	False	0.921795088908	2.0
V	4818869	4818900	2	WBGene00016509	-	0.321	False	0.434684130982	2.0
V	4819081	4819111	2	WBGene00016509	-	0.321	False	0.434684130982	2.0
II	6374048	6374083	2	WBGene00003009	+	0.903	False	1.0	2.0
II	6374262	6374303	5	WBGene00003009	+	0.0	True	0.0	5.0
II	6374304	6374331	4	WBGene00003009	+	0.005	False	0.0155916473318	4.0
II	6374363	6374405	2	WBGene00003009	+	0.903	False	1.0	2.0
IV	14869753	14869792	2	WBGene00013327	+	0.056	False	0.112250559284	2.0
V	20674221	20674252	2	WBGene00012186	+	0.591	False	0.714623481781	2.0
V	20675143	20675173	2	WBGene00012186	+	0.591	False	0.714623481781	2.0
V	20675780	20675805	2	WBGene00012186	+	0.591	False	0.714623481781	2.0
V	20678347	20678387	4	WBGene00012186	+	0.0	True	0.0	4.0
I	4508843	4508892	4	WBGene00020131	+	0.0	True	0.0	4.0
X	10589845	10589871	2	WBGene00004749	-	0.186	False	0.283750283768	2.0
X	17460314	17460339	2	WBGene00003369	+	0.366	False	0.483443734644	2.0
III	13346794	13346831	4	WBGene00009952	+	0.0	True	0.0	4.0
X	14477575	14477620	4	WBGene00045117	+	0.168	False	0.261031213873	4.0
V	11749859	11749885	2	WBGene00011436	+	0.058	False	0.114635294118	2.0
X	12148288	12148326	3	WBGene00010924	+	0.002	True	0.0071871657754	3.0
V	3989420	3989457	2	WBGene00003765	+	0.075	False	0.140487804878	2.0
I	8427150	8427184	3	WBGene00008533	-	0.001	True	0.00391836734694	3.0
I	7283748	7283777	2	WBGene00009004	-	0.095	False	0.168888888889	2.0
IV	8727801	8727837	2	WBGene00009006	+	0.029	False	0.0680209424084	2.0
V	4310641	4310689	13	WBGene00023207	+	0.014	False	0.0380505561173	13.0
I	7279699	7279750	2	WBGene00009002	-	0.077	False	0.143038009675	2.0
V	8010542	8010615	3	WBGene00022402	-	0.385	False	0.5053125	2.0
X	5035293	5035335	2	WBGene00022615	-	0.069	False	0.131633782825	2.0
V	17845919	17845951	2	WBGene00013340	-	0.346	False	0.462480358031	2.0
I	10085562	10085601	4	WBGene00003508	+	0.0	True	0.0	4.0
II	7627776	7627807	2	WBGene00020114	-	0.276	False	0.388626506024	2.0
II	7627828	7627875	2	WBGene00020114	-	0.276	False	0.388626506024	2.0
V	18070165	18070218	3	WBGene00013347	-	0.008	False	0.0232475675676	3.0
V	14346005	14346059	3	WBGene00006057	+	0.296	False	0.408653312789	2.0
IV	2497480	2497510	3	WBGene00022089	+	0.087	False	0.156845070423	3.0
IV	2497558	2497586	2	WBGene00022089	+	0.828	False	0.938306913997	2.0
IV	2497615	2497642	3	WBGene00022089	+	0.087	False	0.156845070423	3.0
III	13656450	13656487	3	WBGene00011729	+	0.0	True	0.0	3.0
III	13656559	13656581	2	WBGene00011729	+	0.099	False	0.174614173228	2.0
X	7773209	7773266	11	WBGene00023210	+	0.005	False	0.0155916473318	11.0
IV	14863992	14864053	7	WBGene00045204	+	0.161	False	0.252048922539	6.0
IV	13600886	13600911	3	WBGene00045203	+	0.199	False	0.299335198657	3.0
IV	2530221	2530268	2	WBGene00022087	+	0.058	False	0.114635294118	2.0
III	6606733	6606761	2	WBGene00003162	-	0.186	False	0.283750283768	2.0
IV	11526405	11526438	2	WBGene00003218	+	0.735	False	0.855643135557	2.0
IV	11527688	11527726	3	WBGene00003218	+	0.047	False	0.0978590240124	3.0
IV	11527740	11527798	6	WBGene00003218	+	0.0	True	0.0	4.0
I	10186243	10186276	5	WBGene00007710	+	0.0	True	0.0	5.0
I	10187487	10187519	2	WBGene00007710	+	0.568	False	0.690852488688	2.0
III	10209414	10209456	6	WBGene00011867	+	0.0	True	0.0	6.0
I	12060380	12060415	5	WBGene00002000	-	0.021	False	0.0529530956848	5.0
I	12060550	12060593	6	WBGene00002000	-	0.001	True	0.00391836734694	6.0
I	12060597	12060641	14	WBGene00002000	-	0.0	True	0.0	14.0
I	12060741	12060801	6	WBGene00002000	-	0.001	True	0.00391836734694	6.0
IV	11859751	11859813	10	WBGene00002363	+	0.0	True	0.0	8.0
IV	11860217	11860302	9	WBGene00002363	+	0.0	True	0.0	7.0
IV	11860353	11860385	3	WBGene00002363	+	0.763	False	0.879855855856	3.0
I	3005447	3005484	2	WBGene00003186	-	0.031	False	0.0718964624676	2.0
V	14731348	14731417	3	WBGene00006795	-	0.505	False	0.63136744186	2.0
V	14733744	14733773	3	WBGene00006795	-	0.02	False	0.0506691800189	3.0
X	7480715	7480747	2	WBGene00003185	+	0.121	False	0.203026217228	2.0
II	11707450	11707479	2	WBGene00008743	-	0.466	False	0.593090909091	2.0
II	11707494	11707527	5	WBGene00008743	-	0.0	True	0.0	5.0
II	5823982	5824032	2	WBGene00022880	-	0.024	False	0.0589689213894	2.0
III	190561	190588	2	WBGene00006715	+	0.568	False	0.690852488688	2.0
III	190635	190678	2	WBGene00006715	+	0.568	False	0.690852488688	2.0
III	190711	190747	2	WBGene00006715	+	0.568	False	0.690852488688	2.0
III	4172614	4172644	4	WBGene00007624	-	0.02	False	0.0506691800189	4.0
III	4172674	4172740	17	WBGene00007624	-	0.0	True	0.0	13.0
I	572345	572380	12	WBGene00001725	-	0.0	True	0.0	12.0
X	7323747	7323787	2	WBGene00023134	+	0.663	False	0.78336	2.0
I	5549183	5549231	2	WBGene00019693	-	0.23	False	0.335817490494	2.0
I	12922003	12922041	2	WBGene00003989	+	0.887	False	0.987678541839	2.0
I	12923262	12923300	2	WBGene00003989	+	0.887	False	0.987678541839	2.0
I	12923341	12923383	3	WBGene00003989	+	0.16	False	0.250775510204	3.0
IV	2891630	2891663	2	WBGene00021883	-	0.075	False	0.140487804878	2.0
II	10778493	10778544	2	WBGene00002297	-	0.11	False	0.188571428571	2.0
V	3712817	3712859	2	WBGene00020854	-	0.136	False	0.221825242718	2.0
III	9130553	9130597	2	WBGene00013985	+	0.135	False	0.220729927007	2.0
III	2642549	2642591	2	WBGene00019212	+	0.033	False	0.0756860068259	2.0
III	2503552	2503578	2	WBGene00021852	-	0.083	False	0.151052132701	2.0
III	2326680	2326727	2	WBGene00021857	+	0.076	False	0.141768216516	2.0
I	9743973	9744021	3	WBGene00001582	+	0.008	False	0.0232475675676	3.0
I	9744045	9744071	2	WBGene00001582	+	0.32	False	0.433985872856	2.0
I	5775564	5775603	3	WBGene00001856	+	0.004	False	0.0130169491525	3.0
III	4859183	4859215	2	WBGene00016444	+	0.037	False	0.0819242174629	2.0
III	3171934	3171965	4	WBGene00020103	+	0.018	False	0.0469747572816	4.0
III	3174664	3174692	3	WBGene00020103	+	0.159	False	0.249790765634	3.0
III	4877658	4877702	2	WBGene00016449	-	0.088	False	0.158223411371	2.0
III	4423282	4423315	5	WBGene00000520	+	0.0	True	0.0	5.0
II	11547159	11547194	4	WBGene00001031	+	0.0	True	0.0	4.0
X	4710164	4710207	2	WBGene00001032	-	0.123	False	0.205611940299	2.0
V	5503129	5503156	4	WBGene00001037	-	0.005	False	0.0155916473318	4.0
V	5503161	5503206	4	WBGene00001037	-	0.005	False	0.0155916473318	4.0
I	8845882	8845918	4	WBGene00002035	-	0.0	True	0.0	4.0
V	9399704	9399742	10	WBGene00002036	+	0.0	True	0.0	10.0
V	9399752	9399814	6	WBGene00002036	+	0.0	True	0.0	5.0
V	4891286	4891346	33	WBGene00020588	+	0.0	True	0.0	32.0
IV	8285229	8285288	10	WBGene00019509	-	0.0	True	0.0	9.0
II	10303097	10303128	8	WBGene00006918	-	0.0	True	0.0	8.0
I	5609476	5609508	2	WBGene00006919	-	0.523	False	0.649341339492	2.0
II	11435442	11435473	2	WBGene00006915	-	0.296	False	0.408653312789	2.0
I	3449068	3449098	2	WBGene00006440	+	0.026	False	0.0626798206278	2.0
II	7878148	7878176	2	WBGene00006913	-	0.979	False	1.0	2.0
II	7878177	7878204	3	WBGene00006913	-	0.26	False	0.371152416357	3.0
II	7878207	7878236	5	WBGene00006913	-	0.001	True	0.00391836734694	5.0
III	9781897	9781935	4	WBGene00006910	+	0.033	False	0.0756860068259	4.0
III	9781940	9781977	5	WBGene00006910	+	0.003	False	0.0101689785624	5.0
III	9782751	9782801	8	WBGene00006911	+	0.0	True	0.0	8.0
III	9782827	9782869	2	WBGene00006911	+	1.0	False	1.0	2.0
III	9782981	9783021	7	WBGene00006911	+	0.0	True	0.0	7.0
IV	7228433	7228457	2	WBGene00000292	-	0.379	False	0.498654919236	2.0
IV	7228573	7228601	2	WBGene00000292	-	0.379	False	0.498654919236	2.0
V	3701451	3701487	2	WBGene00021078	+	0.666	False	0.785523475208	2.0
V	3701520	3701561	7	WBGene00021078	+	0.0	True	0.0	7.0
I	4601472	4601498	2	WBGene00017004	-	0.145	False	0.233809238152	2.0
III	5903678	5903704	3	WBGene00016200	-	0.037	False	0.0819242174629	3.0
X	16003617	16003640	2	WBGene00219609	+	0.346	False	0.462480358031	2.0
III	13764156	13764182	6	WBGene00010665	-	0.0	True	0.0	6.0
III	13759517	13759572	5	WBGene00010664	-	0.0	True	0.0	5.0
III	13756310	13756340	2	WBGene00010663	+	0.023	False	0.0571386321627	2.0
II	3345296	3345325	2	WBGene00017460	-	0.124	False	0.206769230769	2.0
IV	4414798	4414847	3	WBGene00021281	+	0.084	False	0.152150943396	3.0
IV	4414936	4414971	4	WBGene00021281	+	0.002	True	0.0071871657754	4.0
IV	4415297	4415323	3	WBGene00021281	+	0.084	False	0.152150943396	3.0
IV	251822	251879	3	WBGene00019819	+	0.003	False	0.0101689785624	3.0
II	8747066	8747110	2	WBGene00010681	+	0.074	False	0.138905027933	2.0
X	13765662	13765692	2	WBGene00010117	-	0.568	False	0.690852488688	2.0
X	13765955	13766001	3	WBGene00010117	-	0.027	False	0.0646844919786	3.0
I	7906867	7906899	3	WBGene00010113	-	0.033	False	0.0756860068259	3.0
I	7906918	7906963	2	WBGene00010113	-	0.617	False	0.738422083704	2.0
I	7907050	7907080	2	WBGene00010113	-	0.617	False	0.738422083704	2.0
I	7908841	7908884	2	WBGene00010113	-	0.617	False	0.738422083704	2.0
III	5440836	5440893	3	WBGene00020779	-	0.003	False	0.0101689785624	3.0
IV	7982537	7982579	5	WBGene00000183	+	0.063	False	0.122358381503	5.0
IV	7983483	7983516	3	WBGene00000183	+	0.938	False	1.0	3.0
IV	7983516	7983562	10	WBGene00000183	+	0.0	True	0.0	10.0
IV	7983597	7983634	2	WBGene00000183	+	1.0	False	1.0	2.0
IV	7983647	7983689	2	WBGene00000183	+	1.0	False	1.0	2.0
III	5716981	5717025	6	WBGene00000182	+	0.003	False	0.0101689785624	6.0
III	5717027	5717071	2	WBGene00000182	+	1.0	False	1.0	2.0
III	5717082	5717127	11	WBGene00000182	+	0.0	True	0.0	11.0
III	5717130	5717160	3	WBGene00000182	+	0.971	False	1.0	3.0
III	5717253	5717283	5	WBGene00000182	+	0.055	False	0.110824587706	5.0
III	12992615	12992664	4	WBGene00000672	-	0.002	True	0.0071871657754	4.0
III	12993561	12993618	3	WBGene00000672	-	0.817	False	0.927405405405	2.0
IV	9463708	9463736	3	WBGene00009542	+	0.08	False	0.147186858316	3.0
IV	9463892	9463933	11	WBGene00009542	+	0.0	True	0.0	11.0
V	8126713	8126751	2	WBGene00005006	-	0.044	False	0.0941656050955	2.0
III	9822734	9822788	3	WBGene00014015	+	0.042	False	0.0908985507246	3.0
III	9822943	9822980	2	WBGene00014015	+	0.658	False	0.778478873239	2.0
III	9822982	9823005	2	WBGene00014015	+	0.658	False	0.778478873239	2.0
IV	2927573	2927601	2	WBGene00021888	-	0.196	False	0.29531838565	2.0
I	10047663	10047694	2	WBGene00008664	+	0.055	False	0.110824587706	2.0
IV	10412302	10412327	2	WBGene00011225	-	0.011	False	0.0310914826498	2.0
II	8942438	8942498	3	WBGene00011886	+	0.887	False	0.987678541839	2.0
II	8942525	8942558	6	WBGene00011886	+	0.0	True	0.0	6.0
III	9694707	9694747	2	WBGene00007400	-	0.663	False	0.78336	2.0
III	9694777	9694807	5	WBGene00007400	-	0.0	True	0.0	5.0
IV	13035199	13035263	4	WBGene00003150	+	0.155	False	0.245226603885	3.0
IV	13035353	13035395	2	WBGene00003150	+	0.945	False	1.0	2.0
IV	13035524	13035569	6	WBGene00003150	+	0.0	True	0.0	6.0
IV	13035678	13035712	2	WBGene00003150	+	0.945	False	1.0	2.0
IV	13035872	13035900	2	WBGene00003150	+	0.945	False	1.0	2.0
IV	3103245	3103284	2	WBGene00003153	-	0.905	False	1.0	2.0
IV	3103655	3103698	3	WBGene00003153	-	0.112	False	0.190783269962	3.0
IV	3103765	3103809	3	WBGene00003153	-	0.112	False	0.190783269962	3.0
IV	3111984	3112035	3	WBGene00003153	-	0.112	False	0.190783269962	3.0
IV	3119532	3119560	2	WBGene00003153	-	0.905	False	1.0	2.0
