chrom	left	right	max_coverage	gene_id	strand	pval	past_fdr	padj	height
MtDNA	2790	2812	2	WBGene00010960	+	0.192	False	0.306461538462	2.0
MtDNA	6325	6356	2	WBGene00010962	+	0.383	False	0.489061538462	2.0
MtDNA	6543	6571	2	WBGene00010963	+	0.112	False	0.221333333333	2.0
III	9782978	9783019	3	WBGene00006911	+	0.003	False	0.0276666666667	3.0
III	13764535	13764569	2	WBGene00010665	-	0.029	False	0.114619047619	2.0
IV	11653194	11653219	2	WBGene00014086	+	0.052	False	0.134875	2.0
IV	3386813	3386836	2	WBGene00015248	+	0.059	False	0.144657142857	2.0
IV	7926059	7926091	2	WBGene00004471	-	0.149	False	0.257645833333	2.0
IV	7316812	7316839	2	WBGene00194997	+	0.369	False	0.478546875	2.0
V	14445448	14445473	2	WBGene00009082	-	0.027	False	0.11205	2.0
MtDNA	5457	5493	3	WBGene00000829	+	0.009	False	0.0533571428571	3.0
II	13834885	13834916	3	WBGene00044973	-	0.777	False	0.825797468354	3.0
II	12944863	12944897	11	WBGene00006315	-	0.0	True	0.0	11.0
II	14801350	14801386	7	WBGene00045372	-	0.014	False	0.072625	7.0
X	14477225	14477274	5	WBGene00045371	+	0.176	False	0.29382	5.0
V	14463250	14463280	2	WBGene00014316	-	0.314	False	0.413682539683	2.0
II	9967358	9967386	3	WBGene00011273	-	0.142	False	0.250765957447	3.0
II	9967994	9968033	4	WBGene00011273	-	0.01	False	0.0553333333333	4.0
II	9617876	9617909	2	WBGene00001038	-	0.022	False	0.0961052631579	2.0
III	2530448	2530477	2	WBGene00021849	+	0.082	False	0.179105263158	2.0
IV	17281218	17281253	2	WBGene00002005	+	0.019	False	0.0876111111111	2.0
X	12889974	12890020	11	WBGene00014416	+	0.0	True	0.0	11.0
X	12890285	12890319	2	WBGene00014417	-	0.71	False	0.785733333333	2.0
IV	9146371	9146413	3	WBGene00009078	-	0.007	False	0.0484166666667	3.0
V	5588143	5588175	3	WBGene00235159	+	0.563	False	0.658154929577	3.0
I	15060781	15060845	3	WBGene00004677	+	0.007	False	0.0484166666667	3.0
I	2689029	2689054	3	WBGene00044927	+	0.093	False	0.188268292683	3.0
X	14476867	14476941	7	WBGene00045133	+	0.599	False	0.690513888889	5.0
X	12938179	12938216	2	WBGene00010430	+	0.739	False	0.796584415584	2.0
V	15186632	15186666	2	WBGene00000883	-	0.139	False	0.250765957447	2.0
III	7156329	7156364	2	WBGene00019401	-	0.039	False	0.126037037037	2.0
IV	2314743	2314769	2	WBGene00006912	-	0.279	False	0.392491525424	2.0
II	10543699	10543726	2	WBGene00014492	-	0.037	False	0.126037037037	2.0
X	17420538	17420566	2	WBGene00003891	-	0.051	False	0.134875	2.0
X	9091306	9091340	3	WBGene00023079	+	0.444	False	0.543161764706	3.0
IV	10182088	10182114	2	WBGene00001794	+	0.087	False	0.185153846154	2.0
III	10214965	10214996	3	WBGene00000833	-	0.003	False	0.0276666666667	3.0
X	4471262	4471293	3	WBGene00000207	+	0.0	True	0.0	3.0
II	11713584	11713611	2	WBGene00012149	+	0.045	False	0.133392857143	2.0
