chrom	left	right	max_coverage	gene_id	strand	pval	past_fdr	padj	height
I	9965606	9965642	2	WBGene00003397	+	1.0	False	1.0	2.0
I	9968087	9968150	3	WBGene00003397	+	0.867	False	0.982005	3.0
I	9969368	9969413	20	WBGene00003397	+	0.0	True	0.0	20.0
I	9969860	9969920	3	WBGene00003397	+	1.0	False	1.0	2.0
I	9969945	9969998	3	WBGene00003397	+	0.867	False	0.982005	3.0
I	9895888	9895947	15	WBGene00003396	-	0.0	True	0.0	14.0
I	9895948	9895990	4	WBGene00003396	-	0.062	False	0.12046518668	4.0
V	8358028	8358052	2	WBGene00003395	+	0.101	False	0.174730907457	2.0
II	7200237	7200292	2	WBGene00045095	+	0.966	False	1.0	2.0
II	7200309	7200351	2	WBGene00045095	+	0.966	False	1.0	2.0
III	10596727	10596778	4	WBGene00012641	-	0.0	True	0.0	4.0
I	8484646	8484680	3	WBGene00008384	-	0.002	True	0.00694499549143	3.0
I	8485933	8485978	3	WBGene00008387	-	0.012	False	0.0326817538897	3.0
IV	11818281	11818330	2	WBGene00010918	+	0.044	False	0.0931522814733	2.0
IV	14773710	14773743	5	WBGene00044258	-	0.0	True	0.0	5.0
II	11605801	11605845	2	WBGene00008547	+	0.09	False	0.158549862763	2.0
II	11592486	11592543	3	WBGene00008546	-	0.699	False	0.836497513984	2.0
II	11595381	11595415	4	WBGene00008546	-	0.002	True	0.00694499549143	4.0
X	1629918	1629954	3	WBGene00023215	-	0.789	False	0.917126169635	3.0
II	11614940	11614976	2	WBGene00008549	-	0.113	False	0.189778892281	2.0
IV	12331399	12331469	6	WBGene00008948	-	0.0	True	0.0	5.0
V	17986314	17986363	4	WBGene00013353	+	0.054	False	0.108819466248	4.0
V	17994165	17994245	12	WBGene00013353	+	0.0	True	0.0	8.0
II	658711	658738	2	WBGene00019495	+	0.283	False	0.402746858832	2.0
I	1775851	1775896	3	WBGene00022160	-	0.022	False	0.0534523659306	3.0
IV	2872130	2872166	2	WBGene00021882	-	0.03	False	0.0691382405745	2.0
IV	14076704	14076731	2	WBGene00003085	+	0.033	False	0.0742741087084	2.0
I	10590104	10590134	2	WBGene00003083	+	0.768	False	0.899503649635	2.0
I	10590144	10590194	4	WBGene00003083	+	0.002	True	0.00694499549143	4.0
I	10590286	10590312	2	WBGene00003083	+	0.768	False	0.899503649635	2.0
IV	6329366	6329402	2	WBGene00003082	+	0.24	False	0.349825889478	2.0
I	13575541	13575588	6	WBGene00013596	+	0.0	True	0.0	6.0
II	13091222	13091283	6	WBGene00013591	+	0.0	True	0.0	6.0
III	13617366	13617397	2	WBGene00011736	+	0.072	False	0.134663428849	2.0
III	13623987	13624015	2	WBGene00011734	+	0.546	False	0.688714706846	2.0
III	13624018	13624044	2	WBGene00011734	+	0.546	False	0.688714706846	2.0
III	13640110	13640137	3	WBGene00011731	-	0.006	False	0.0178700696056	3.0
V	4347170	4347199	3	WBGene00003159	+	0.06	False	0.117947932619	3.0
V	4349571	4349630	6	WBGene00003159	+	0.0	True	0.0	6.0
V	4349647	4349677	2	WBGene00003159	+	0.756	False	0.890595289079	2.0
III	9798547	9798603	12	WBGene00003158	+	0.0	True	0.0	12.0
III	7842376	7842414	2	WBGene00022786	-	0.068	False	0.12970183259	2.0
I	14621245	14621270	2	WBGene00002978	-	1.0	False	1.0	2.0
I	14621301	14621334	8	WBGene00002978	-	0.0	True	0.0	8.0
I	14621364	14621407	9	WBGene00002978	-	0.0	True	0.0	9.0
I	14621427	14621461	6	WBGene00002978	-	0.014	False	0.0371308539945	6.0
I	14621477	14621543	6	WBGene00002978	-	0.117	False	0.19479766537	5.0
I	14630958	14630995	8	WBGene00002978	-	0.0	True	0.0	8.0
V	15056748	15056801	7	WBGene00003155	-	0.0	True	0.0	7.0
V	15056850	15056877	2	WBGene00003155	-	0.552	False	0.694236446767	2.0
III	4288308	4288368	22	WBGene00003157	-	0.0	True	0.0	21.0
I	2318331	2318383	4	WBGene00003156	-	0.003	True	0.00995948275862	3.0
IV	3296516	3296547	3	WBGene00021088	+	0.157	False	0.248400575185	3.0
IV	3296561	3296588	2	WBGene00021088	+	0.908	False	1.0	2.0
IV	3296761	3296811	6	WBGene00021088	+	0.0	True	0.0	6.0
I	7222024	7222051	2	WBGene00007255	+	0.035	False	0.0775964306275	2.0
II	10877431	10877491	4	WBGene00003882	+	0.509	False	0.651215614618	3.0
II	10877572	10877605	7	WBGene00003882	+	0.0	True	0.0	7.0
II	10877616	10877666	7	WBGene00003882	+	0.0	True	0.0	7.0
V	6424279	6424311	5	WBGene00020274	-	0.0	True	0.0	5.0
V	6424390	6424435	2	WBGene00020274	-	0.743	False	0.87904546851	2.0
III	10122800	10122828	2	WBGene00044072	+	0.525	False	0.668134500991	2.0
V	9214053	9214099	2	WBGene00044077	-	0.187	False	0.284639130435	2.0
I	13658216	13658281	11	WBGene00012354	-	0.0	True	0.0	11.0
IV	666743	666777	2	WBGene00019663	+	0.214	False	0.318067927441	2.0
III	10737101	10737132	4	WBGene00012359	-	0.008	False	0.0230598802395	4.0
III	10737166	10737208	5	WBGene00012359	-	0.0	True	0.0	5.0
III	11091538	11091577	2	WBGene00012358	+	0.177	False	0.271781100478	2.0
I	8509158	8509196	3	WBGene00010496	-	0.033	False	0.0742741087084	3.0
I	8509218	8509260	2	WBGene00010496	-	0.588	False	0.733523809524	2.0
I	8509337	8509359	2	WBGene00010496	-	0.588	False	0.733523809524	2.0
V	9343271	9343302	3	WBGene00019466	-	0.002	True	0.00694499549143	3.0
III	12978068	12978106	2	WBGene00006728	-	0.995	False	1.0	2.0
III	12978236	12978286	5	WBGene00006728	-	0.008	False	0.0230598802395	5.0
V	9331342	9331384	6	WBGene00019464	+	0.0	True	0.0	6.0
I	10564396	10564421	3	WBGene00006720	+	0.149	False	0.237303143093	3.0
I	10564490	10564534	3	WBGene00006720	+	0.149	False	0.237303143093	3.0
I	10564572	10564646	5	WBGene00006720	+	0.009	False	0.0254471365639	4.0
III	3069172	3069197	3	WBGene00006725	+	0.016	False	0.0412423025435	3.0
III	5943760	5943792	5	WBGene00006727	+	0.0	True	0.0	5.0
III	577767	577809	3	WBGene00021905	-	0.001	True	0.00370288461538	3.0
X	8418947	8418969	2	WBGene00006472	-	0.109	False	0.184915859031	2.0
II	6891831	6891863	2	WBGene00016632	-	0.947	False	1.0	2.0
II	6891880	6891922	5	WBGene00016632	-	0.002	True	0.00694499549143	5.0
II	6891947	6891979	4	WBGene00016632	-	0.016	False	0.0412423025435	4.0
III	3706734	3706782	3	WBGene00006474	+	0.0	True	0.0	3.0
X	9160571	9160599	3	WBGene00006479	+	0.0	True	0.0	3.0
I	6187511	6187560	3	WBGene00020375	+	0.013	False	0.0349846261356	3.0
V	4413529	4413571	3	WBGene00001714	-	0.016	False	0.0412423025435	3.0
III	8267910	8267954	3	WBGene00017321	-	0.047	False	0.0977305615551	3.0
II	5756930	5756964	2	WBGene00017325	-	0.151	False	0.239992158481	2.0
II	15175944	15175980	2	WBGene00013175	+	0.054	False	0.108819466248	2.0
III	475260	475295	7	WBGene00017328	+	0.0	True	0.0	7.0
IV	5356739	5356765	2	WBGene00018319	-	0.032	False	0.0725747938751	2.0
I	6108046	6108094	2	WBGene00020843	-	0.056	False	0.112203954214	2.0
IV	2796685	2796724	2	WBGene00021868	+	0.158	False	0.249470274703	2.0
I	3472996	3473022	2	WBGene00021641	-	0.273	False	0.3911171875	2.0
I	3508766	3508824	2	WBGene00021644	-	0.054	False	0.108819466248	2.0
III	6321300	6321327	5	WBGene00016980	-	0.0	True	0.0	5.0
III	6323636	6323673	3	WBGene00016980	-	0.046	False	0.096275	3.0
II	6947065	6947139	14	WBGene00017699	+	0.0	True	0.0	12.0
II	6947199	6947235	15	WBGene00017699	+	0.0	True	0.0	15.0
II	6947396	6947429	3	WBGene00017699	+	0.791	False	0.918619119421	3.0
X	5827560	5827592	2	WBGene00001824	+	0.038	False	0.0827235726399	2.0
II	9094892	9094928	4	WBGene00000532	-	0.001	True	0.00370288461538	4.0
X	6533528	6533555	2	WBGene00017691	-	0.358	False	0.487847841472	2.0
I	3827216	3827248	2	WBGene00018765	+	0.474	False	0.615640472175	2.0
I	3827846	3827870	2	WBGene00018765	+	0.474	False	0.615640472175	2.0
V	6045555	6045597	2	WBGene00000534	+	0.121	False	0.200245380318	2.0
III	6463005	6463037	6	WBGene00001005	-	0.029	False	0.0671955475331	6.0
III	6463077	6463120	13	WBGene00001005	-	0.0	True	0.0	13.0
X	5484484	5484515	2	WBGene00001006	+	0.163	False	0.254237748076	2.0
X	8050668	8050691	2	WBGene00001000	-	0.622	False	0.7647899106	2.0
X	8050883	8050917	3	WBGene00001000	-	0.032	False	0.0725747938751	3.0
X	8050921	8050948	2	WBGene00001000	-	0.622	False	0.7647899106	2.0
X	8051394	8051421	2	WBGene00001000	-	0.622	False	0.7647899106	2.0
III	10245113	10245162	5	WBGene00001002	-	0.0	True	0.0	5.0
I	9630357	9630413	25	WBGene00002027	+	0.0	True	0.0	24.0
I	9630413	9630460	15	WBGene00002027	+	0.0	True	0.0	15.0
I	9630481	9630508	3	WBGene00002027	+	0.954	False	1.0	3.0
III	1625486	1625530	3	WBGene00002025	+	0.21	False	0.312968266254	3.0
III	1625761	1625798	9	WBGene00002025	+	0.0	True	0.0	9.0
X	1982768	1982796	2	WBGene00219700	-	0.278	False	0.396951427512	2.0
II	5425793	5425821	6	WBGene00017217	-	0.0	True	0.0	6.0
II	5426297	5426342	5	WBGene00017217	-	0.0	True	0.0	5.0
II	5426442	5426484	2	WBGene00017217	-	0.928	False	1.0	2.0
II	5439837	5439873	2	WBGene00017215	+	0.125	False	0.205540136635	2.0
I	14876286	14876314	2	WBGene00001488	-	0.102	False	0.175829006267	2.0
I	14876328	14876373	2	WBGene00001488	-	0.102	False	0.175829006267	2.0
IV	12134939	12134986	14	WBGene00003010	+	0.0	True	0.0	14.0
IV	12135007	12135040	2	WBGene00003010	+	1.0	False	1.0	2.0
IV	12135060	12135101	2	WBGene00003010	+	1.0	False	1.0	2.0
IV	8377965	8378005	5	WBGene00017075	-	0.002	True	0.00694499549143	5.0
IV	8378007	8378046	10	WBGene00017075	-	0.0	True	0.0	10.0
X	13544353	13544395	2	WBGene00000282	+	0.298	False	0.417460167334	2.0
IV	8381756	8381799	4	WBGene00017070	+	0.001	True	0.00370288461538	4.0
II	7684089	7684139	3	WBGene00003012	+	0.04	False	0.0861039686976	3.0
II	7684314	7684340	2	WBGene00003012	+	0.596	False	0.741103002906	2.0
I	5421338	5421373	2	WBGene00017855	-	0.155	False	0.24594355171	2.0
II	3971544	3971620	5	WBGene00004751	+	0.003	True	0.00995948275862	4.0
II	3971700	3971741	2	WBGene00004751	+	0.828	False	0.948714073193	2.0
II	3971911	3971947	4	WBGene00004751	+	0.003	True	0.00995948275862	4.0
I	5431197	5431231	2	WBGene00017852	+	0.06	False	0.117947932619	2.0
II	10061417	10061464	2	WBGene00000995	-	0.015	False	0.039215885947	2.0
IV	7551657	7551687	3	WBGene00000996	-	0.003	True	0.00995948275862	3.0
X	15573471	15573518	3	WBGene00001130	+	0.0	True	0.0	3.0
IV	8862035	8862072	5	WBGene00001132	+	0.0	True	0.0	5.0
IV	8862182	8862214	5	WBGene00001132	+	0.0	True	0.0	5.0
V	13126531	13126602	6	WBGene00001137	-	0.0	True	0.0	5.0
V	13126721	13126747	2	WBGene00001137	-	0.917	False	1.0	2.0
V	13127452	13127508	5	WBGene00001137	-	0.0	True	0.0	5.0
V	13128348	13128387	2	WBGene00001137	-	0.917	False	1.0	2.0
IV	12077373	12077401	3	WBGene00010670	-	0.083	False	0.149291452592	3.0
IV	12078103	12078132	2	WBGene00010670	-	0.8	False	0.925721153846	2.0
V	5576217	5576253	3	WBGene00219824	+	0.95	False	1.0	3.0
V	5576305	5576360	4	WBGene00219824	+	0.95	False	1.0	3.0
I	7602003	7602042	4	WBGene00008419	+	0.0	True	0.0	4.0
IV	5931743	5931773	2	WBGene00003019	+	0.164	False	0.25538374444	2.0
II	3358916	3358952	4	WBGene00017452	+	0.0	True	0.0	4.0
II	9594931	9594956	2	WBGene00004050	+	0.357	False	0.486657345133	2.0
II	9595008	9595039	3	WBGene00004050	+	0.013	False	0.0349846261356	3.0
IV	14798141	14798180	3	WBGene00000192	+	0.963	False	1.0	3.0
IV	14798827	14798912	7	WBGene00000192	+	0.062	False	0.12046518668	5.0
IV	14798939	14798978	7	WBGene00000192	+	0.001	True	0.00370288461538	7.0
IV	14799149	14799176	2	WBGene00000192	+	1.0	False	1.0	2.0
IV	14799181	14799217	5	WBGene00000192	+	0.062	False	0.12046518668	5.0
II	6970976	6971019	2	WBGene00000198	-	0.56	False	0.702233800065	2.0
II	6971131	6971162	2	WBGene00000198	-	0.56	False	0.702233800065	2.0
I	2883735	2883768	2	WBGene00000199	-	0.461	False	0.603026834239	2.0
X	14704154	14704179	2	WBGene00009574	-	0.022	False	0.0534523659306	2.0
IV	8363107	8363131	2	WBGene00005019	+	0.22	False	0.324854294479	2.0
IV	8363225	8363248	2	WBGene00005019	+	0.22	False	0.324854294479	2.0
II	9333694	9333751	4	WBGene00001229	+	0.004	False	0.0127200660611	3.0
II	14798098	14798134	4	WBGene00001225	+	0.0	True	0.0	4.0
II	23616	23658	3	WBGene00005017	+	0.021	False	0.0515430210325	3.0
II	24355	24397	2	WBGene00005017	+	0.417	False	0.554895300622	2.0
III	69116	69144	2	WBGene00005014	-	1.0	False	1.0	2.0
III	69193	69232	11	WBGene00005014	-	0.0	True	0.0	11.0
II	3087583	3087618	2	WBGene00021292	+	0.066	False	0.126829341317	2.0
V	11763365	11763405	2	WBGene00010075	-	0.043	False	0.0914878453039	2.0
X	12348100	12348142	2	WBGene00014373	-	0.666	False	0.805264050235	2.0
X	1079697	1079727	2	WBGene00003991	-	0.233	False	0.341691926885	2.0
X	10018426	10018460	4	WBGene00014374	-	0.133	False	0.21601982286	4.0
III	13411360	13411404	3	WBGene00014376	-	0.612	False	0.756115495669	3.0
III	9777157	9777188	2	WBGene00011216	+	0.086	False	0.152972748268	2.0
V	11071748	11071790	7	WBGene00000065	-	0.005	False	0.015404	7.0
V	11071853	11071895	4	WBGene00000065	-	0.724	False	0.862128633271	4.0
V	11071897	11071930	4	WBGene00000065	-	0.724	False	0.862128633271	4.0
V	11071953	11072006	27	WBGene00000065	-	0.0	True	0.0	26.0
X	4963045	4963090	3	WBGene00000066	+	1.0	False	1.0	3.0
X	4963523	4963550	2	WBGene00000066	+	1.0	False	1.0	2.0
X	4964047	4964145	14	WBGene00000066	+	0.0	True	0.0	13.0
X	4964148	4964178	4	WBGene00000066	+	0.761	False	0.894024100061	4.0
X	4964285	4964336	3	WBGene00000066	+	1.0	False	1.0	3.0
X	4964339	4964401	12	WBGene00000066	+	0.0	True	0.0	11.0
IV	17444204	17444238	2	WBGene00008711	-	0.084	False	0.150597765363	2.0
V	11082290	11082315	3	WBGene00000063	+	0.198	False	0.298550509005	3.0
V	11082358	11082393	4	WBGene00000063	+	0.009	False	0.0254471365639	4.0
V	11082405	11082450	4	WBGene00000063	+	0.009	False	0.0254471365639	4.0
III	3729749	3729780	3	WBGene00009372	-	0.001	True	0.00370288461538	3.0
I	8604932	8604968	2	WBGene00011036	+	0.086	False	0.152972748268	2.0
III	9470005	9470039	4	WBGene00000268	-	0.166	False	0.257976594027	4.0
III	9470095	9470132	6	WBGene00000268	-	0.001	True	0.00370288461538	6.0
III	9470359	9470425	8	WBGene00000268	-	0.0	True	0.0	8.0
III	9485421	9485475	9	WBGene00000268	-	0.0	True	0.0	9.0
III	3739448	3739480	2	WBGene00009374	+	0.209	False	0.311719209915	2.0
IV	8990281	8990306	2	WBGene00000266	+	0.085	False	0.151684430028	2.0
II	5710469	5710515	3	WBGene00015942	+	0.031	False	0.0711024419297	3.0
II	5712202	5712232	2	WBGene00015942	+	0.546	False	0.688714706846	2.0
V	7852431	7852460	3	WBGene00016501	-	0.001	True	0.00370288461538	3.0
IV	8307570	8307595	2	WBGene00018073	-	0.196	False	0.295998431373	2.0
IV	7832454	7832496	2	WBGene00015510	-	0.128	False	0.209133644463	2.0
I	4172272	4172315	3	WBGene00004836	+	0.288	False	0.408203165256	3.0
II	7790740	7790784	3	WBGene00015514	+	0.307	False	0.427579385172	3.0
II	7791283	7791315	3	WBGene00015514	+	0.307	False	0.427579385172	3.0
III	13224598	13224655	2	WBGene00014574	+	0.822	False	0.944931940299	2.0
II	8043488	8043530	5	WBGene00011507	+	0.0	True	0.0	5.0
II	8047099	8047142	2	WBGene00011507	+	0.251	False	0.363383834586	2.0
I	6284981	6285009	3	WBGene00015687	+	0.996	False	1.0	3.0
I	6288985	6289012	2	WBGene00015687	+	1.0	False	1.0	2.0
I	6289031	6289084	12	WBGene00015687	+	0.0	True	0.0	12.0
I	6289093	6289160	10	WBGene00015687	+	0.0	True	0.0	9.0
I	6289183	6289244	8	WBGene00015687	+	0.0	True	0.0	8.0
I	6273713	6273743	2	WBGene00015688	-	0.035	False	0.0775964306275	2.0
III	7687923	7687965	2	WBGene00015990	-	0.016	False	0.0412423025435	2.0
X	3994619	3994699	4	WBGene00023116	+	0.379	False	0.512835207309	4.0
II	6374047	6374083	4	WBGene00003009	+	0.022	False	0.0534523659306	4.0
II	6374262	6374304	5	WBGene00003009	+	0.022	False	0.0534523659306	5.0
II	6374305	6374332	6	WBGene00003009	+	0.001	True	0.00370288461538	6.0
II	6374437	6374462	2	WBGene00003009	+	0.997	False	1.0	2.0
IV	10621781	10621811	2	WBGene00011182	-	0.033	False	0.0742741087084	2.0
X	13284765	13284813	4	WBGene00014480	-	0.397	False	0.532513758272	4.0
V	20667864	20667913	3	WBGene00012186	+	0.114	False	0.190958677686	3.0
V	20668367	20668402	3	WBGene00012186	+	0.114	False	0.190958677686	3.0
V	20671022	20671049	2	WBGene00012186	+	0.96	False	1.0	2.0
V	20673242	20673271	2	WBGene00012186	+	0.96	False	1.0	2.0
V	20674220	20674252	2	WBGene00012186	+	0.96	False	1.0	2.0
V	20675780	20675820	3	WBGene00012186	+	0.114	False	0.190958677686	3.0
V	20678347	20678386	4	WBGene00012186	+	0.003	True	0.00995948275862	4.0
III	13346793	13346833	6	WBGene00009952	+	0.0	True	0.0	6.0
I	13434450	13434480	3	WBGene00012740	+	0.005	False	0.015404	3.0
I	4358866	4358906	2	WBGene00000140	+	0.004	False	0.0127200660611	2.0
X	14477578	14477619	2	WBGene00045117	+	0.617	False	0.76034144	2.0
IV	6587911	6587954	7	WBGene00001029	+	0.0	True	0.0	7.0
IV	6588011	6588039	3	WBGene00001029	+	0.062	False	0.12046518668	3.0
V	11749856	11749885	2	WBGene00011436	+	0.031	False	0.0711024419297	2.0
V	11751606	11751632	2	WBGene00011436	+	0.031	False	0.0711024419297	2.0
II	13834447	13834515	34	WBGene00045119	-	0.0	True	0.0	34.0
V	3989420	3989446	2	WBGene00003765	+	0.067	False	0.127984623016	2.0
I	8432930	8432969	4	WBGene00008532	-	0.0	True	0.0	4.0
I	7282966	7283008	4	WBGene00009004	-	0.009	False	0.0254471365639	4.0
IV	8727808	8727837	2	WBGene00009006	+	0.025	False	0.059136977887	2.0
V	4310641	4310688	10	WBGene00023207	+	0.067	False	0.127984623016	10.0
V	8010542	8010618	3	WBGene00022402	-	0.352	False	0.480692198582	2.0
III	9539186	9539220	2	WBGene00003504	-	0.015	False	0.039215885947	2.0
III	4491748	4491775	2	WBGene00000223	-	0.697	False	0.834882426128	2.0
III	4491974	4492019	3	WBGene00000223	-	0.069	False	0.130638643068	3.0
III	4492030	4492058	2	WBGene00000223	-	0.697	False	0.834882426128	2.0
III	4492181	4492204	2	WBGene00000223	-	0.697	False	0.834882426128	2.0
II	6853725	6853767	3	WBGene00001023	-	0.831	False	0.950737076649	3.0
II	6853833	6853858	2	WBGene00001023	-	1.0	False	1.0	2.0
II	6854085	6854128	2	WBGene00001023	-	1.0	False	1.0	2.0
II	6854422	6854476	15	WBGene00001023	-	0.0	True	0.0	15.0
II	6854689	6854713	2	WBGene00001023	-	1.0	False	1.0	2.0
II	6857705	6857776	10	WBGene00001023	-	0.0	True	0.0	8.0
I	10083989	10084016	2	WBGene00003508	+	0.489	False	0.632350235057	2.0
I	10084517	10084571	2	WBGene00003508	+	0.489	False	0.632350235057	2.0
I	10085543	10085604	5	WBGene00003508	+	0.0	True	0.0	4.0
V	18070024	18070065	7	WBGene00013347	-	0.0	True	0.0	7.0
V	18070160	18070218	4	WBGene00013347	-	0.02	False	0.049594333548	4.0
V	10185854	10185896	3	WBGene00194912	-	0.33	False	0.453543897216	3.0
V	10185945	10185976	7	WBGene00194912	-	0.0	True	0.0	7.0
I	5507243	5507271	2	WBGene00019077	-	0.466	False	0.608327457627	2.0
I	5507325	5507368	3	WBGene00019077	-	0.022	False	0.0534523659306	3.0
II	7350160	7350212	14	WBGene00002008	-	0.0	True	0.0	14.0
IV	2497484	2497514	3	WBGene00022089	+	0.049	False	0.101124866024	3.0
IV	2497560	2497585	3	WBGene00022089	+	0.049	False	0.101124866024	3.0
III	13656450	13656480	5	WBGene00011729	+	0.0	True	0.0	5.0
III	13656559	13656591	2	WBGene00011729	+	0.164	False	0.25538374444	2.0
X	7773209	7773265	15	WBGene00023210	+	0.0	True	0.0	15.0
IV	14863993	14864054	5	WBGene00045204	+	0.521	False	0.663263140496	4.0
IV	2530221	2530263	4	WBGene00022087	+	0.0	True	0.0	4.0
V	9543334	9543364	2	WBGene00003160	-	0.018	False	0.0454842519685	2.0
IV	2636344	2636376	2	WBGene00003161	-	0.059	False	0.116696969697	2.0
II	13482422	13482454	2	WBGene00008448	+	0.343	False	0.470068683274	2.0
II	13484730	13484771	3	WBGene00008448	+	0.011	False	0.0300859375	3.0
II	13461199	13461252	4	WBGene00008446	-	0.002	True	0.00694499549143	4.0
IV	13777866	13777898	6	WBGene00004430	+	0.0	True	0.0	6.0
II	14635334	14635379	5	WBGene00014283	-	0.115	False	0.192132321041	5.0
I	8758217	8758244	2	WBGene00008440	-	0.187	False	0.284639130435	2.0
IV	11526398	11526440	2	WBGene00003218	+	0.984	False	1.0	2.0
IV	11527588	11527630	4	WBGene00003218	+	0.017	False	0.0435285904255	4.0
IV	11527726	11527808	11	WBGene00003218	+	0.0	True	0.0	9.0
IV	11527871	11527903	2	WBGene00003218	+	0.984	False	1.0	2.0
II	14582302	14582356	10	WBGene00007244	-	0.0	True	0.0	10.0
I	10186243	10186276	11	WBGene00007710	+	0.0	True	0.0	11.0
I	10187484	10187519	5	WBGene00007710	+	0.006	False	0.0178700696056	5.0
V	3701451	3701502	8	WBGene00021078	+	0.0	True	0.0	8.0
V	3701527	3701560	6	WBGene00021078	+	0.0	True	0.0	6.0
III	10209414	10209460	6	WBGene00011867	+	0.0	True	0.0	6.0
III	10209520	10209542	2	WBGene00011867	+	0.463	False	0.604616141065	2.0
I	12060380	12060418	3	WBGene00002000	-	0.983	False	1.0	3.0
I	12060537	12060642	26	WBGene00002000	-	0.0	True	0.0	19.0
I	12060736	12060835	10	WBGene00002000	-	0.0	True	0.0	8.0
I	13814955	13814987	3	WBGene00012369	-	0.0	True	0.0	3.0
IV	11859751	11859809	15	WBGene00002363	+	0.0	True	0.0	13.0
IV	11860236	11860301	8	WBGene00002363	+	0.0	True	0.0	7.0
IV	11860345	11860385	2	WBGene00002363	+	1.0	False	1.0	2.0
III	10722285	10722339	11	WBGene00012360	-	0.0	True	0.0	11.0
III	10722356	10722451	8	WBGene00012360	-	0.015	False	0.039215885947	4.0
III	10722469	10722522	6	WBGene00012360	-	0.015	False	0.039215885947	4.0
III	5211470	5211520	3	WBGene00195016	+	0.134	False	0.217186026936	3.0
III	10708474	10708508	2	WBGene00012363	-	0.12	False	0.199018087855	2.0
I	9993664	9993698	5	WBGene00011945	+	0.0	True	0.0	5.0
II	5823948	5823979	3	WBGene00022880	-	0.001	True	0.00370288461538	3.0
